...1,Subject.ID,grade,classroom,class,relig,Question,Category,Sequence,Response,Gender,egoID,Attitudes_BadMarks,Attitudes_Boys,Attitudes_Girls,Attitudes_GoodMarks,Attitudes_Hindus,Attitudes_Muslims,Attitudes_MyCaste,Attitudes_MyLang,Attitudes_OtherCaste,Attitudes_OtherLang,Attitudes_Poor,Attitudes_Rich,CasteForced_CasteForced,CasteOpen_CasteOpen,Gender_Gender,Identification_Caste,Identification_Gender,Identification_Language,Identification_Marks,Identification_Religion,Identification_School,Language_Language,ReligFreq_Celebrate,ReligFreq_Pray,ReligFreq_Read,ReligFreq_ReligiousPlace,Religion_Religion,Religiosity_Religiosity,ResourceAlloc_Friend,ResourceAlloc_Krishna,ResourceAlloc_Mohammed,SchoolHarmony_BoyGirl,SchoolHarmony_HinduMuslim,SchoolHarmony_InterCaste,SchoolHarmony_People,SchoolHarmony_RichPoor,Wellbeing_EnoughFriends,Wellbeing_Happy,Wellbeing_Lonely,Wellbeing_OthersMean,altGender,altRelig,altIDcaste,altIDgend,altIDlang,altIDmarks,altIDrelig,altIDschool,altReligCelebrate,altReligPray,altReligRead,altReligPlace,altReligiosity,altResourceFriend,altResourceHindu,altResourceMuslim,altHarmGender,altHarmRelig,altHarmCaste,altHarmPeople,altHarmSES,allWellFriends,altWellHappy,altWellLonely,altWellOthersMean,altAttBoys,altAttGirls,altAttHindu,altAttMuslim,ownGender,ownRelig,classID
4870,B0717,7,B,7B,Hindu,Friends,Friend1,1,3,M,17,5,7,4,7,7,6,7,7,6,6,3,7,4,NA,1,1,1,1,1,1,1,1,1,1,4,2,1,1,4,3,1,5,5,5,5,5,1,1,5,2,M,Hindu,4,1,1,2,3,1,4,1,4,1,1,4,4,3,1,1,1,2,1,1,1,5,3,7,4,7,4,1,1,B7
4871,B0717,7,B,7B,Hindu,Friends,Friend2,1,20,M,17,5,7,4,7,7,6,7,7,6,6,3,7,4,NA,1,1,1,1,1,1,1,1,1,1,4,2,1,1,4,3,1,5,5,5,5,5,1,1,5,2,M,Hindu,2,1,1,1,2,1,4,1,4,2,1,4,4,4,2,1,2,1,1,1,2,5,5,7,7,6,5,1,1,B7
4872,B0717,7,B,7B,Hindu,Friends,Friend3,1,23,M,17,5,7,4,7,7,6,7,7,6,6,3,7,4,NA,1,1,1,1,1,1,1,1,1,1,4,2,1,1,4,3,1,5,5,5,5,5,1,1,5,2,M,Hindu,1,1,1,1,1,1,3,1,5,2,1,4,3,1,1,1,1,5,1,1,1,5,5,6,NA,6,2,1,1,B7
4873,B0717,7,B,7B,Hindu,Friends,Friend4,1,24,M,17,5,7,4,7,7,6,7,7,6,6,3,7,4,NA,1,1,1,1,1,1,1,1,1,1,4,2,1,1,4,3,1,5,5,5,5,5,1,1,5,2,M,Hindu,1,1,5,1,1,1,4,2,5,2,4,4,4,4,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,B7
4874,B0717,7,B,7B,Hindu,Friends,Friend5,1,27,M,17,5,7,4,7,7,6,7,7,6,6,3,7,4,NA,1,1,1,1,1,1,1,1,1,1,4,2,1,1,4,3,1,5,5,5,5,5,1,1,5,2,M,Hindu,1,1,2,2,2,1,3,2,3,2,2,4,4,3,2,1,1,2,1,1,1,4,2,7,4,6,5,1,1,B7
4875,B0717,7,B,7B,Hindu,Friends,Friend6,1,37,M,17,5,7,4,7,7,6,7,7,6,6,3,7,4,NA,1,1,1,1,1,1,1,1,1,1,4,2,1,1,4,3,1,5,5,5,5,5,1,1,5,2,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B7
4876,B0717,7,B,7B,Hindu,Friends,Friend7,1,40,M,17,5,7,4,7,7,6,7,7,6,6,3,7,4,NA,1,1,1,1,1,1,1,1,1,1,4,2,1,1,4,3,1,5,5,5,5,5,1,1,5,2,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B7
4877,B0718,7,B,7B,Hindu,Friends,Friend1,1,1,M,18,4,4,4,6,6,6,6,6,6,5,6,6,2,NA,1,2,2,2,2,2,1,1,4,1,5,2,1,2,4,4,4,2,1,1,1,1,1,2,3,2,M,Muslim,3,3,4,2,2,2,3,1,1,1,2,7,7,7,1,1,1,2,1,2,2,3,3,6,3,6,7,1,0,B7
4878,B0718,7,B,7B,Hindu,Friends,Friend2,1,2,M,18,4,4,4,6,6,6,6,6,6,5,6,6,2,NA,1,2,2,2,2,2,1,1,4,1,5,2,1,2,4,4,4,2,1,1,1,1,1,2,3,2,M,Hindu,1,2,2,1,1,1,3,1,2,2,2,4,3,3,1,1,2,2,3,1,2,4,3,7,6,7,6,1,1,B7
4879,B0718,7,B,7B,Hindu,Friends,Friend3,1,3,M,18,4,4,4,6,6,6,6,6,6,5,6,6,2,NA,1,2,2,2,2,2,1,1,4,1,5,2,1,2,4,4,4,2,1,1,1,1,1,2,3,2,M,Hindu,4,1,1,2,3,1,4,1,4,1,1,4,4,3,1,1,1,2,1,1,1,5,3,7,4,7,4,1,1,B7
4880,B0718,7,B,7B,Hindu,Friends,Friend4,1,7,M,18,4,4,4,6,6,6,6,6,6,5,6,6,2,NA,1,2,2,2,2,2,1,1,4,1,5,2,1,2,4,4,4,2,1,1,1,1,1,2,3,2,M,Hindu,2,1,2,1,2,1,4,1,1,3,1,7,7,7,1,2,1,3,1,1,1,5,3,7,5,7,2,1,1,B7
4881,B0718,7,B,7B,Hindu,Friends,Friend5,1,12,M,18,4,4,4,6,6,6,6,6,6,5,6,6,2,NA,1,2,2,2,2,2,1,1,4,1,5,2,1,2,4,4,4,2,1,1,1,1,1,2,3,2,M,Hindu,1,1,1,2,1,1,3,1,3,3,2,4,4,4,2,1,1,1,1,2,1,5,2,6,4,7,6,1,1,B7
4882,B0718,7,B,7B,Hindu,Friends,Friend6,1,29,M,18,4,4,4,6,6,6,6,6,6,5,6,6,2,NA,1,2,2,2,2,2,1,1,4,1,5,2,1,2,4,4,4,2,1,1,1,1,1,2,3,2,M,Muslim,1,1,2,1,1,3,3,1,1,1,1,4,5,5,2,1,1,3,1,1,1,5,3,7,1,4,7,1,0,B7
4883,B0718,7,B,7B,Hindu,Friends,Friend7,1,30,M,18,4,4,4,6,6,6,6,6,6,5,6,6,2,NA,1,2,2,2,2,2,1,1,4,1,5,2,1,2,4,4,4,2,1,1,1,1,1,2,3,2,M,Jain,1,1,1,1,1,1,3,1,1,2,1,4,4,4,1,1,1,1,1,1,3,5,3,7,4,7,7,1,0,B7
4884,B0718,7,B,7B,Hindu,Friends,Friend8,1,31,M,18,4,4,4,6,6,6,6,6,6,5,6,6,2,NA,1,2,2,2,2,2,1,1,4,1,5,2,1,2,4,4,4,2,1,1,1,1,1,2,3,2,M,Muslim,2,1,1,1,1,2,4,1,1,2,1,4,3,6,2,1,1,5,1,5,1,5,5,6,1,6,7,1,0,B7
4885,B0719,7,B,7B,Hindu,Friends,Friend1,1,10,M,19,7,7,7,7,7,6,7,7,7,7,7,7,2,NA,1,1,1,1,1,1,1,1,4,1,5,3,1,3,4,4,4,1,1,1,1,1,1,1,5,5,M,Hindu,1,1,2,1,1,2,3,1,3,2,1,4,5,5,2,1,1,3,1,1,1,4,3,6,6,7,4,1,1,B7
4886,B0719,7,B,7B,Hindu,Friends,Friend2,1,21,M,19,7,7,7,7,7,6,7,7,7,7,7,7,2,NA,1,1,1,1,1,1,1,1,4,1,5,3,1,3,4,4,4,1,1,1,1,1,1,1,5,5,M,Hindu,1,1,NA,1,1,1,3,1,2,2,1,4,4,4,1,1,2,2,2,1,2,5,3,7,6,7,5,1,1,B7
4887,B0719,7,B,7B,Hindu,Friends,Friend3,1,24,M,19,7,7,7,7,7,6,7,7,7,7,7,7,2,NA,1,1,1,1,1,1,1,1,4,1,5,3,1,3,4,4,4,1,1,1,1,1,1,1,5,5,M,Hindu,1,1,5,1,1,1,4,2,5,2,4,4,4,4,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,B7
4888,B0719,7,B,7B,Hindu,Friends,Friend4,1,25,M,19,7,7,7,7,7,6,7,7,7,7,7,7,2,NA,1,1,1,1,1,1,1,1,4,1,5,3,1,3,4,4,4,1,1,1,1,1,1,1,5,5,M,Hindu,1,2,1,1,2,1,1,1,1,1,1,5,6,6,2,2,1,2,1,2,1,3,3,6,4,7,5,1,1,B7
4889,B0719,7,B,7B,Hindu,Friends,Friend5,1,26,M,19,7,7,7,7,7,6,7,7,7,7,7,7,2,NA,1,1,1,1,1,1,1,1,4,1,5,3,1,3,4,4,4,1,1,1,1,1,1,1,5,5,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B7
4890,B0719,7,B,7B,Hindu,Friends,Friend6,1,44,M,19,7,7,7,7,7,6,7,7,7,7,7,7,2,NA,1,1,1,1,1,1,1,1,4,1,5,3,1,3,4,4,4,1,1,1,1,1,1,1,5,5,F,Hindu,1,1,1,2,2,1,4,1,4,3,2,4,2,2,1,5,2,1,2,1,1,5,5,6,7,7,1,0,1,B7
4891,B0719,7,B,7B,Hindu,Friends,Friend7,1,56,M,19,7,7,7,7,7,6,7,7,7,7,7,7,2,NA,1,1,1,1,1,1,1,1,4,1,5,3,1,3,4,4,4,1,1,1,1,1,1,1,5,5,F,Hindu,1,1,1,1,1,1,3,1,4,1,1,4,4,4,1,1,1,1,3,1,1,5,3,5,7,7,6,0,1,B7
4892,B0720,7,B,7B,Hindu,Friends,Friend1,1,10,M,20,1,7,7,5,6,5,6,5,5,1,7,4,8,NA,1,2,1,1,1,2,1,1,4,1,4,2,1,1,4,4,4,2,1,2,1,1,1,2,5,5,M,Hindu,1,1,2,1,1,2,3,1,3,2,1,4,5,5,2,1,1,3,1,1,1,4,3,6,6,7,4,1,1,B7
4893,B0720,7,B,7B,Hindu,Friends,Friend2,1,21,M,20,1,7,7,5,6,5,6,5,5,1,7,4,8,NA,1,2,1,1,1,2,1,1,4,1,4,2,1,1,4,4,4,2,1,2,1,1,1,2,5,5,M,Hindu,1,1,NA,1,1,1,3,1,2,2,1,4,4,4,1,1,2,2,2,1,2,5,3,7,6,7,5,1,1,B7
4894,B0720,7,B,7B,Hindu,Friends,Friend3,1,43,M,20,1,7,7,5,6,5,6,5,5,1,7,4,8,NA,1,2,1,1,1,2,1,1,4,1,4,2,1,1,4,4,4,2,1,2,1,1,1,2,5,5,F,Hindu,2,1,1,1,2,1,3,1,3,1,1,3,3,3,2,2,2,2,1,2,1,3,3,3,7,7,3,0,1,B7
4895,B0720,7,B,7B,Hindu,Friends,Friend4,1,44,M,20,1,7,7,5,6,5,6,5,5,1,7,4,8,NA,1,2,1,1,1,2,1,1,4,1,4,2,1,1,4,4,4,2,1,2,1,1,1,2,5,5,F,Hindu,1,1,1,2,2,1,4,1,4,3,2,4,2,2,1,5,2,1,2,1,1,5,5,6,7,7,1,0,1,B7
4896,B0720,7,B,7B,Hindu,Friends,Friend5,1,46,M,20,1,7,7,5,6,5,6,5,5,1,7,4,8,NA,1,2,1,1,1,2,1,1,4,1,4,2,1,1,4,4,4,2,1,2,1,1,1,2,5,5,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,B7
4897,B0720,7,B,7B,Hindu,Friends,Friend6,1,58,M,20,1,7,7,5,6,5,6,5,5,1,7,4,8,NA,1,2,1,1,1,2,1,1,4,1,4,2,1,1,4,4,4,2,1,2,1,1,1,2,5,5,F,Jain,1,1,1,1,1,1,1,1,4,3,1,4,4,3,1,1,1,1,1,1,1,5,5,1,7,7,1,0,0,B7
4898,B0721,7,B,7B,Hindu,Friends,Friend1,1,17,M,21,5,7,6,7,7,5,7,7,6,6,6,6,8,NA,1,1,1,NA,1,1,1,1,3,1,2,2,1,1,4,4,4,1,1,2,2,2,1,2,5,3,M,Hindu,1,1,1,1,1,1,1,1,4,2,1,4,3,1,5,5,5,5,5,1,1,5,2,7,4,7,6,1,1,B7
4899,B0721,7,B,7B,Hindu,Friends,Friend2,1,19,M,21,5,7,6,7,7,5,7,7,6,6,6,6,8,NA,1,1,1,NA,1,1,1,1,3,1,2,2,1,1,4,4,4,1,1,2,2,2,1,2,5,3,M,Hindu,1,1,1,1,1,1,4,1,5,3,3,4,4,4,1,1,1,1,1,1,1,5,5,7,7,7,6,1,1,B7
4900,B0721,7,B,7B,Hindu,Friends,Friend3,1,20,M,21,5,7,6,7,7,5,7,7,6,6,6,6,8,NA,1,1,1,NA,1,1,1,1,3,1,2,2,1,1,4,4,4,1,1,2,2,2,1,2,5,3,M,Hindu,2,1,1,1,2,1,4,1,4,2,1,4,4,4,2,1,2,1,1,1,2,5,5,7,7,6,5,1,1,B7
4901,B0721,7,B,7B,Hindu,Friends,Friend4,1,23,M,21,5,7,6,7,7,5,7,7,6,6,6,6,8,NA,1,1,1,NA,1,1,1,1,3,1,2,2,1,1,4,4,4,1,1,2,2,2,1,2,5,3,M,Hindu,1,1,1,1,1,1,3,1,5,2,1,4,3,1,1,1,1,5,1,1,1,5,5,6,NA,6,2,1,1,B7
4902,B0721,7,B,7B,Hindu,Friends,Friend5,1,26,M,21,5,7,6,7,7,5,7,7,6,6,6,6,8,NA,1,1,1,NA,1,1,1,1,3,1,2,2,1,1,4,4,4,1,1,2,2,2,1,2,5,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B7
4903,B0721,7,B,7B,Hindu,Friends,Friend6,1,27,M,21,5,7,6,7,7,5,7,7,6,6,6,6,8,NA,1,1,1,NA,1,1,1,1,3,1,2,2,1,1,4,4,4,1,1,2,2,2,1,2,5,3,M,Hindu,1,1,2,2,2,1,3,2,3,2,2,4,4,3,2,1,1,2,1,1,1,4,2,7,4,6,5,1,1,B7
4904,B0721,7,B,7B,Hindu,Friends,Friend7,1,30,M,21,5,7,6,7,7,5,7,7,6,6,6,6,8,NA,1,1,1,NA,1,1,1,1,3,1,2,2,1,1,4,4,4,1,1,2,2,2,1,2,5,3,M,Jain,1,1,1,1,1,1,3,1,1,2,1,4,4,4,1,1,1,1,1,1,3,5,3,7,4,7,7,1,0,B7
4905,B0722,7,B,7B,Muslim,Friends,Friend1,1,8,M,22,3,7,4,7,5,7,7,7,6,5,5,4,7,Sunni,1,1,4,1,2,1,2,1,3,1,1,1,2,2,4,4,4,3,2,2,2,1,3,1,2,2,M,Muslim,4,1,2,2,1,1,4,1,1,1,1,2,2,3,2,1,1,3,1,1,1,3,2,4,4,4,7,1,1,B7
4906,B0722,7,B,7B,Muslim,Friends,Friend2,1,13,M,22,3,7,4,7,5,7,7,7,6,5,5,4,7,Sunni,1,1,4,1,2,1,2,1,3,1,1,1,2,2,4,4,4,3,2,2,2,1,3,1,2,2,M,Muslim,1,1,1,1,1,1,4,1,2,1,2,4,4,4,1,1,1,2,1,1,1,4,4,6,4,5,6,1,1,B7
4907,B0722,7,B,7B,Muslim,Friends,Friend3,1,21,M,22,3,7,4,7,5,7,7,7,6,5,5,4,7,Sunni,1,1,4,1,2,1,2,1,3,1,1,1,2,2,4,4,4,3,2,2,2,1,3,1,2,2,M,Hindu,1,1,NA,1,1,1,3,1,2,2,1,4,4,4,1,1,2,2,2,1,2,5,3,7,6,7,5,1,0,B7
4908,B0723,7,B,7B,Hindu,Friends,Friend1,1,2,M,23,1,6,NA,7,6,2,6,6,2,6,6,6,8,NA,1,1,1,1,1,1,1,2,3,1,5,2,1,1,4,3,1,1,1,1,5,1,1,1,5,5,M,Hindu,1,2,2,1,1,1,3,1,2,2,2,4,3,3,1,1,2,2,3,1,2,4,3,7,6,7,6,1,1,B7
4909,B0723,7,B,7B,Hindu,Friends,Friend2,1,3,M,23,1,6,NA,7,6,2,6,6,2,6,6,6,8,NA,1,1,1,1,1,1,1,2,3,1,5,2,1,1,4,3,1,1,1,1,5,1,1,1,5,5,M,Hindu,4,1,1,2,3,1,4,1,4,1,1,4,4,3,1,1,1,2,1,1,1,5,3,7,4,7,4,1,1,B7
4910,B0723,7,B,7B,Hindu,Friends,Friend3,1,16,M,23,1,6,NA,7,6,2,6,6,2,6,6,6,8,NA,1,1,1,1,1,1,1,2,3,1,5,2,1,1,4,3,1,1,1,1,5,1,1,1,5,5,M,Hindu,1,1,1,1,1,1,3,1,4,2,2,4,4,3,2,1,1,3,1,2,1,5,4,7,4,7,5,1,1,B7
4911,B0723,7,B,7B,Hindu,Friends,Friend4,1,18,M,23,1,6,NA,7,6,2,6,6,2,6,6,6,8,NA,1,1,1,1,1,1,1,2,3,1,5,2,1,1,4,3,1,1,1,1,5,1,1,1,5,5,M,Hindu,2,2,2,2,2,1,4,1,5,2,2,4,4,4,2,1,1,1,1,1,2,3,2,4,4,6,6,1,1,B7
4912,B0723,7,B,7B,Hindu,Friends,Friend5,1,25,M,23,1,6,NA,7,6,2,6,6,2,6,6,6,8,NA,1,1,1,1,1,1,1,2,3,1,5,2,1,1,4,3,1,1,1,1,5,1,1,1,5,5,M,Hindu,1,2,1,1,2,1,1,1,1,1,1,5,6,6,2,2,1,2,1,2,1,3,3,6,4,7,5,1,1,B7
4913,B0723,7,B,7B,Hindu,Friends,Friend6,1,27,M,23,1,6,NA,7,6,2,6,6,2,6,6,6,8,NA,1,1,1,1,1,1,1,2,3,1,5,2,1,1,4,3,1,1,1,1,5,1,1,1,5,5,M,Hindu,1,1,2,2,2,1,3,2,3,2,2,4,4,3,2,1,1,2,1,1,1,4,2,7,4,6,5,1,1,B7
4914,B0723,7,B,7B,Hindu,Friends,Friend7,1,65,M,23,1,6,NA,7,6,2,6,6,2,6,6,6,8,NA,1,1,1,1,1,1,1,2,3,1,5,2,1,1,4,3,1,1,1,1,5,1,1,1,5,5,F,Hindu,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,1,1,1,1,1,1,3,3,1,7,7,5,0,1,B7
4915,B0724,7,B,7B,Hindu,Friends,Friend1,1,10,M,24,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,1,1,1,5,1,1,1,1,4,2,5,2,1,4,4,4,4,1,1,1,1,1,1,1,1,1,M,Hindu,1,1,2,1,1,2,3,1,3,2,1,4,5,5,2,1,1,3,1,1,1,4,3,6,6,7,4,1,1,B7
4916,B0724,7,B,7B,Hindu,Friends,Friend2,1,19,M,24,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,1,1,1,5,1,1,1,1,4,2,5,2,1,4,4,4,4,1,1,1,1,1,1,1,1,1,M,Hindu,1,1,1,1,1,1,4,1,5,3,3,4,4,4,1,1,1,1,1,1,1,5,5,7,7,7,6,1,1,B7
4917,B0724,7,B,7B,Hindu,Friends,Friend3,1,27,M,24,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,1,1,1,5,1,1,1,1,4,2,5,2,1,4,4,4,4,1,1,1,1,1,1,1,1,1,M,Hindu,1,1,2,2,2,1,3,2,3,2,2,4,4,3,2,1,1,2,1,1,1,4,2,7,4,6,5,1,1,B7
4918,B0724,7,B,7B,Hindu,Friends,Friend4,1,44,M,24,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,1,1,1,5,1,1,1,1,4,2,5,2,1,4,4,4,4,1,1,1,1,1,1,1,1,1,F,Hindu,1,1,1,2,2,1,4,1,4,3,2,4,2,2,1,5,2,1,2,1,1,5,5,6,7,7,1,0,1,B7
4919,B0724,7,B,7B,Hindu,Friends,Friend5,1,55,M,24,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,1,1,1,5,1,1,1,1,4,2,5,2,1,4,4,4,4,1,1,1,1,1,1,1,1,1,F,Hindu,1,2,3,1,2,1,4,1,2,2,2,4,3,4,4,1,1,1,4,NA,2,3,1,1,7,7,7,0,1,B7
4920,B0724,7,B,7B,Hindu,Friends,Friend6,1,57,M,24,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,1,1,1,5,1,1,1,1,4,2,5,2,1,4,4,4,4,1,1,1,1,1,1,1,1,1,F,Hindu,1,2,2,2,1,1,3,1,2,3,2,2,1,1,1,1,1,2,1,1,2,3,2,7,7,7,6,0,1,B7
4921,B0724,7,B,7B,Hindu,Friends,Friend7,1,65,M,24,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,1,1,1,5,1,1,1,1,4,2,5,2,1,4,4,4,4,1,1,1,1,1,1,1,1,1,F,Hindu,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,1,1,1,1,1,1,3,3,1,7,7,5,0,1,B7
4922,B0725,7,B,7B,Hindu,Friends,Friend1,1,2,M,25,5,6,4,6,7,5,6,7,6,7,6,5,1,NA,1,1,2,1,1,2,1,1,1,1,1,1,1,1,5,6,6,2,2,1,2,1,2,1,3,3,M,Hindu,1,2,2,1,1,1,3,1,2,2,2,4,3,3,1,1,2,2,3,1,2,4,3,7,6,7,6,1,1,B7
4923,B0725,7,B,7B,Hindu,Friends,Friend2,1,10,M,25,5,6,4,6,7,5,6,7,6,7,6,5,1,NA,1,1,2,1,1,2,1,1,1,1,1,1,1,1,5,6,6,2,2,1,2,1,2,1,3,3,M,Hindu,1,1,2,1,1,2,3,1,3,2,1,4,5,5,2,1,1,3,1,1,1,4,3,6,6,7,4,1,1,B7
4924,B0725,7,B,7B,Hindu,Friends,Friend3,1,19,M,25,5,6,4,6,7,5,6,7,6,7,6,5,1,NA,1,1,2,1,1,2,1,1,1,1,1,1,1,1,5,6,6,2,2,1,2,1,2,1,3,3,M,Hindu,1,1,1,1,1,1,4,1,5,3,3,4,4,4,1,1,1,1,1,1,1,5,5,7,7,7,6,1,1,B7
4925,B0725,7,B,7B,Hindu,Friends,Friend4,1,26,M,25,5,6,4,6,7,5,6,7,6,7,6,5,1,NA,1,1,2,1,1,2,1,1,1,1,1,1,1,1,5,6,6,2,2,1,2,1,2,1,3,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B7
4926,B0725,7,B,7B,Hindu,Friends,Friend5,1,27,M,25,5,6,4,6,7,5,6,7,6,7,6,5,1,NA,1,1,2,1,1,2,1,1,1,1,1,1,1,1,5,6,6,2,2,1,2,1,2,1,3,3,M,Hindu,1,1,2,2,2,1,3,2,3,2,2,4,4,3,2,1,1,2,1,1,1,4,2,7,4,6,5,1,1,B7
4927,B0725,7,B,7B,Hindu,Friends,Friend6,1,28,M,25,5,6,4,6,7,5,6,7,6,7,6,5,1,NA,1,1,2,1,1,2,1,1,1,1,1,1,1,1,5,6,6,2,2,1,2,1,2,1,3,3,M,Hindu,1,1,1,2,1,1,1,1,5,2,2,6,4,4,2,1,1,2,1,1,1,5,3,7,1,7,1,1,1,B7
4928,B0725,7,B,7B,Hindu,Friends,Friend7,1,39,M,25,5,6,4,6,7,5,6,7,6,7,6,5,1,NA,1,1,2,1,1,2,1,1,1,1,1,1,1,1,5,6,6,2,2,1,2,1,2,1,3,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B7
4929,B0727,7,B,7B,Hindu,Friends,Friend1,1,3,M,27,2,7,4,7,6,5,6,5,3,4,3,4,2,NA,1,1,1,2,2,2,1,1,3,2,3,2,1,2,4,4,3,2,1,1,2,1,1,1,4,2,M,Hindu,4,1,1,2,3,1,4,1,4,1,1,4,4,3,1,1,1,2,1,1,1,5,3,7,4,7,4,1,1,B7
4930,B0727,7,B,7B,Hindu,Friends,Friend2,1,12,M,27,2,7,4,7,6,5,6,5,3,4,3,4,2,NA,1,1,1,2,2,2,1,1,3,2,3,2,1,2,4,4,3,2,1,1,2,1,1,1,4,2,M,Hindu,1,1,1,2,1,1,3,1,3,3,2,4,4,4,2,1,1,1,1,2,1,5,2,6,4,7,6,1,1,B7
4931,B0727,7,B,7B,Hindu,Friends,Friend3,1,23,M,27,2,7,4,7,6,5,6,5,3,4,3,4,2,NA,1,1,1,2,2,2,1,1,3,2,3,2,1,2,4,4,3,2,1,1,2,1,1,1,4,2,M,Hindu,1,1,1,1,1,1,3,1,5,2,1,4,3,1,1,1,1,5,1,1,1,5,5,6,NA,6,2,1,1,B7
4932,B0727,7,B,7B,Hindu,Friends,Friend4,1,25,M,27,2,7,4,7,6,5,6,5,3,4,3,4,2,NA,1,1,1,2,2,2,1,1,3,2,3,2,1,2,4,4,3,2,1,1,2,1,1,1,4,2,M,Hindu,1,2,1,1,2,1,1,1,1,1,1,5,6,6,2,2,1,2,1,2,1,3,3,6,4,7,5,1,1,B7
4933,B0728,7,B,7B,Hindu,Friends,Friend1,1,2,M,28,4,7,1,6,7,1,7,7,4,5,6,5,8,NA,1,1,1,1,2,1,1,1,1,1,5,2,1,2,6,4,4,2,1,1,2,1,1,1,5,3,M,Hindu,1,2,2,1,1,1,3,1,2,2,2,4,3,3,1,1,2,2,3,1,2,4,3,7,6,7,6,1,1,B7
4934,B0728,7,B,7B,Hindu,Friends,Friend2,1,3,M,28,4,7,1,6,7,1,7,7,4,5,6,5,8,NA,1,1,1,1,2,1,1,1,1,1,5,2,1,2,6,4,4,2,1,1,2,1,1,1,5,3,M,Hindu,4,1,1,2,3,1,4,1,4,1,1,4,4,3,1,1,1,2,1,1,1,5,3,7,4,7,4,1,1,B7
4935,B0728,7,B,7B,Hindu,Friends,Friend3,1,15,M,28,4,7,1,6,7,1,7,7,4,5,6,5,8,NA,1,1,1,1,2,1,1,1,1,1,5,2,1,2,6,4,4,2,1,1,2,1,1,1,5,3,M,Hindu,2,1,1,1,2,1,4,1,3,2,2,4,2,3,2,2,1,3,2,1,1,3,3,7,5,7,4,1,1,B7
4936,B0728,7,B,7B,Hindu,Friends,Friend4,1,23,M,28,4,7,1,6,7,1,7,7,4,5,6,5,8,NA,1,1,1,1,2,1,1,1,1,1,5,2,1,2,6,4,4,2,1,1,2,1,1,1,5,3,M,Hindu,1,1,1,1,1,1,3,1,5,2,1,4,3,1,1,1,1,5,1,1,1,5,5,6,NA,6,2,1,1,B7
4937,B0728,7,B,7B,Hindu,Friends,Friend5,1,25,M,28,4,7,1,6,7,1,7,7,4,5,6,5,8,NA,1,1,1,1,2,1,1,1,1,1,5,2,1,2,6,4,4,2,1,1,2,1,1,1,5,3,M,Hindu,1,2,1,1,2,1,1,1,1,1,1,5,6,6,2,2,1,2,1,2,1,3,3,6,4,7,5,1,1,B7
4938,B0728,7,B,7B,Hindu,Friends,Friend6,1,27,M,28,4,7,1,6,7,1,7,7,4,5,6,5,8,NA,1,1,1,1,2,1,1,1,1,1,5,2,1,2,6,4,4,2,1,1,2,1,1,1,5,3,M,Hindu,1,1,2,2,2,1,3,2,3,2,2,4,4,3,2,1,1,2,1,1,1,4,2,7,4,6,5,1,1,B7
4939,B0728,7,B,7B,Hindu,Friends,Friend7,1,38,M,28,4,7,1,6,7,1,7,7,4,5,6,5,8,NA,1,1,1,1,2,1,1,1,1,1,5,2,1,2,6,4,4,2,1,1,2,1,1,1,5,3,M,Hindu,2,2,1,1,2,1,1,2,2,5,2,5,5,5,1,1,1,1,1,5,1,3,3,6,5,6,6,1,1,B7
