...1,Subject.ID,grade,classroom,class,relig,Question,Category,Sequence,Response,Gender,egoID,Attitudes_BadMarks,Attitudes_Boys,Attitudes_Girls,Attitudes_GoodMarks,Attitudes_Hindus,Attitudes_Muslims,Attitudes_MyCaste,Attitudes_MyLang,Attitudes_OtherCaste,Attitudes_OtherLang,Attitudes_Poor,Attitudes_Rich,CasteForced_CasteForced,CasteOpen_CasteOpen,Gender_Gender,Identification_Caste,Identification_Gender,Identification_Language,Identification_Marks,Identification_Religion,Identification_School,Language_Language,ReligFreq_Celebrate,ReligFreq_Pray,ReligFreq_Read,ReligFreq_ReligiousPlace,Religion_Religion,Religiosity_Religiosity,ResourceAlloc_Friend,ResourceAlloc_Krishna,ResourceAlloc_Mohammed,SchoolHarmony_BoyGirl,SchoolHarmony_HinduMuslim,SchoolHarmony_InterCaste,SchoolHarmony_People,SchoolHarmony_RichPoor,Wellbeing_EnoughFriends,Wellbeing_Happy,Wellbeing_Lonely,Wellbeing_OthersMean,altGender,altRelig,altIDcaste,altIDgend,altIDlang,altIDmarks,altIDrelig,altIDschool,altReligCelebrate,altReligPray,altReligRead,altReligPlace,altReligiosity,altResourceFriend,altResourceHindu,altResourceMuslim,altHarmGender,altHarmRelig,altHarmCaste,altHarmPeople,altHarmSES,allWellFriends,altWellHappy,altWellLonely,altWellOthersMean,altAttBoys,altAttGirls,altAttHindu,altAttMuslim,ownGender,ownRelig,classID
1701,B0806,8,B,8B,Hindu,Enemies,Enemy1,2,1,M,6,4,6,6,7,4,4,6,5,6,5,4,5,8,NA,1,5,4,4,2,5,1,4,2,1,1,2,1,3,4,4,4,1,1,1,1,1,1,1,5,4,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1702,B0806,8,B,8B,Hindu,Enemies,Enemy2,2,37,M,6,4,6,6,7,4,4,6,5,6,5,4,5,8,NA,1,5,4,4,2,5,1,4,2,1,1,2,1,3,4,4,4,1,1,1,1,1,1,1,5,4,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1703,B0806,8,B,8B,Hindu,Enemies,Enemy3,2,42,M,6,4,6,6,7,4,4,6,5,6,5,4,5,8,NA,1,5,4,4,2,5,1,4,2,1,1,2,1,3,4,4,4,1,1,1,1,1,1,1,5,4,M,Muslim,1,2,3,1,1,1,1,1,1,1,1,3,4,5,1,1,1,1,1,5,1,2,1,6,7,1,7,1,0,B8
1704,B0806,8,B,8B,Hindu,Enemies,Enemy4,2,45,M,6,4,6,6,7,4,4,6,5,6,5,4,5,8,NA,1,5,4,4,2,5,1,4,2,1,1,2,1,3,4,4,4,1,1,1,1,1,1,1,5,4,M,Hindu,1,1,2,3,2,1,1,1,1,1,2,3,1,1,1,1,1,1,1,3,1,5,5,7,1,6,6,1,1,B8
1705,B0806,8,B,8B,Hindu,Enemies,Enemy5,2,46,M,6,4,6,6,7,4,4,6,5,6,5,4,5,8,NA,1,5,4,4,2,5,1,4,2,1,1,2,1,3,4,4,4,1,1,1,1,1,1,1,5,4,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1706,B0808,8,B,8B,Muslim,Enemies,Enemy1,2,1,M,8,5,7,4,6,3,7,7,6,5,3,4,5,NA,NONE,1,1,2,2,2,1,1,2,4,1,1,1,2,2,3,2,3,3,1,1,2,2,1,1,2,2,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1707,B0808,8,B,8B,Muslim,Enemies,Enemy2,2,2,M,8,5,7,4,6,3,7,7,6,5,3,4,5,NA,NONE,1,1,2,2,2,1,1,2,4,1,1,1,2,2,3,2,3,3,1,1,2,2,1,1,2,2,M,Muslim,1,1,1,1,1,1,1,1,1,1,1,4,1,4,5,1,1,1,1,2,1,3,3,7,1,6,7,1,1,B8
1708,B0808,8,B,8B,Muslim,Enemies,Enemy3,2,7,M,8,5,7,4,6,3,7,7,6,5,3,4,5,NA,NONE,1,1,2,2,2,1,1,2,4,1,1,1,2,2,3,2,3,3,1,1,2,2,1,1,2,2,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1709,B0808,8,B,8B,Muslim,Enemies,Enemy4,2,11,M,8,5,7,4,6,3,7,7,6,5,3,4,5,NA,NONE,1,1,2,2,2,1,1,2,4,1,1,1,2,2,3,2,3,3,1,1,2,2,1,1,2,2,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1710,B0808,8,B,8B,Muslim,Enemies,Enemy5,2,19,M,8,5,7,4,6,3,7,7,6,5,3,4,5,NA,NONE,1,1,2,2,2,1,1,2,4,1,1,1,2,2,3,2,3,3,1,1,2,2,1,1,2,2,M,Muslim,3,1,2,1,1,1,1,1,1,1,1,4,3,6,1,1,1,1,1,1,1,4,1,7,1,6,7,1,1,B8
1711,B0808,8,B,8B,Muslim,Enemies,Enemy6,2,25,M,8,5,7,4,6,3,7,7,6,5,3,4,5,NA,NONE,1,1,2,2,2,1,1,2,4,1,1,1,2,2,3,2,3,3,1,1,2,2,1,1,2,2,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1712,B0808,8,B,8B,Muslim,Enemies,Enemy7,2,37,M,8,5,7,4,6,3,7,7,6,5,3,4,5,NA,NONE,1,1,2,2,2,1,1,2,4,1,1,1,2,2,3,2,3,3,1,1,2,2,1,1,2,2,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1713,B0809,8,B,8B,Hindu,Enemies,Enemy1,2,20,M,9,2,6,5,7,6,3,3,7,5,5,6,2,6,NA,1,2,4,3,1,3,2,1,4,1,3,2,1,2,4,6,7,2,1,2,2,2,2,1,4,4,M,Hindu,2,2,3,3,1,1,2,1,3,1,1,4,4,4,2,1,1,3,1,2,1,5,3,NA,4,7,6,1,1,B8
1714,B0809,8,B,8B,Hindu,Enemies,Enemy2,2,36,M,9,2,6,5,7,6,3,3,7,5,5,6,2,6,NA,1,2,4,3,1,3,2,1,4,1,3,2,1,2,4,6,7,2,1,2,2,2,2,1,4,4,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1715,B0810,8,B,8B,Muslim,Enemies,Enemy1,2,3,M,10,3,7,5,6,3,7,7,7,3,7,3,7,8,NA,1,1,2,2,1,1,1,2,2,1,1,2,2,1,4,6,7,2,1,1,1,1,1,1,5,2,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1716,B0810,8,B,8B,Muslim,Enemies,Enemy2,2,8,M,10,3,7,5,6,3,7,7,7,3,7,3,7,8,NA,1,1,2,2,1,1,1,2,2,1,1,2,2,1,4,6,7,2,1,1,1,1,1,1,5,2,M,Muslim,1,2,2,2,1,1,4,1,1,1,2,3,2,3,3,1,1,2,2,1,1,2,2,7,4,3,7,1,1,B8
1717,B0810,8,B,8B,Muslim,Enemies,Enemy3,2,16,M,10,3,7,5,6,3,7,7,7,3,7,3,7,8,NA,1,1,2,2,1,1,1,2,2,1,1,2,2,1,4,6,7,2,1,1,1,1,1,1,5,2,M,Hindu,4,1,2,1,3,1,3,1,5,2,2,4,4,4,1,1,3,2,5,1,3,5,5,6,1,6,3,1,0,B8
1718,B0810,8,B,8B,Muslim,Enemies,Enemy4,2,20,M,10,3,7,5,6,3,7,7,7,3,7,3,7,8,NA,1,1,2,2,1,1,1,2,2,1,1,2,2,1,4,6,7,2,1,1,1,1,1,1,5,2,M,Hindu,2,2,3,3,1,1,2,1,3,1,1,4,4,4,2,1,1,3,1,2,1,5,3,NA,4,7,6,1,0,B8
1719,B0810,8,B,8B,Muslim,Enemies,Enemy5,2,29,M,10,3,7,5,6,3,7,7,7,3,7,3,7,8,NA,1,1,2,2,1,1,1,2,2,1,1,2,2,1,4,6,7,2,1,1,1,1,1,1,5,2,M,Hindu,1,2,1,1,1,1,1,1,1,1,1,4,4,3,1,1,1,1,1,1,1,2,1,6,6,7,5,1,0,B8
1720,B0810,8,B,8B,Muslim,Enemies,Enemy6,2,33,M,10,3,7,5,6,3,7,7,7,3,7,3,7,8,NA,1,1,2,2,1,1,1,2,2,1,1,2,2,1,4,6,7,2,1,1,1,1,1,1,5,2,M,Hindu,2,2,2,1,1,1,3,1,2,2,1,6,6,6,1,1,1,3,1,1,1,5,5,7,4,7,7,1,0,B8
1721,B0810,8,B,8B,Muslim,Enemies,Enemy7,2,47,M,10,3,7,5,6,3,7,7,7,3,7,3,7,8,NA,1,1,2,2,1,1,1,2,2,1,1,2,2,1,4,6,7,2,1,1,1,1,1,1,5,2,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1722,B0813,8,B,8B,Hindu,Enemies,Enemy1,2,1,M,13,2,6,5,7,7,5,7,7,4,6,2,6,7,NA,1,1,1,1,1,1,1,1,1,5,1,1,1,1,7,3,3,1,1,2,1,1,1,1,5,2,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1723,B0813,8,B,8B,Hindu,Enemies,Enemy2,2,3,M,13,2,6,5,7,7,5,7,7,4,6,2,6,7,NA,1,1,1,1,1,1,1,1,1,5,1,1,1,1,7,3,3,1,1,2,1,1,1,1,5,2,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1724,B0813,8,B,8B,Hindu,Enemies,Enemy3,2,10,M,13,2,6,5,7,7,5,7,7,4,6,2,6,7,NA,1,1,1,1,1,1,1,1,1,5,1,1,1,1,7,3,3,1,1,2,1,1,1,1,5,2,M,Muslim,1,2,2,1,1,1,2,1,1,2,1,4,6,7,2,1,1,1,1,1,1,5,2,7,5,3,7,1,0,B8
1725,B0813,8,B,8B,Hindu,Enemies,Enemy4,2,40,M,13,2,6,5,7,7,5,7,7,4,6,2,6,7,NA,1,1,1,1,1,1,1,1,1,5,1,1,1,1,7,3,3,1,1,2,1,1,1,1,5,2,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1726,B0815,8,B,8B,Hindu,Enemies,Enemy1,2,2,M,15,6,7,5,7,7,7,7,7,6,5,6,6,2,NA,1,3,5,3,1,1,1,4,5,1,2,4,1,3,7,2,2,1,1,1,2,1,1,1,5,1,M,Muslim,1,1,1,1,1,1,1,1,1,1,1,4,1,4,5,1,1,1,1,2,1,3,3,7,1,6,7,1,0,B8
1727,B0815,8,B,8B,Hindu,Enemies,Enemy2,2,3,M,15,6,7,5,7,7,7,7,7,6,5,6,6,2,NA,1,3,5,3,1,1,1,4,5,1,2,4,1,3,7,2,2,1,1,1,2,1,1,1,5,1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1728,B0815,8,B,8B,Hindu,Enemies,Enemy3,2,8,M,15,6,7,5,7,7,7,7,7,6,5,6,6,2,NA,1,3,5,3,1,1,1,4,5,1,2,4,1,3,7,2,2,1,1,1,2,1,1,1,5,1,M,Muslim,1,2,2,2,1,1,4,1,1,1,2,3,2,3,3,1,1,2,2,1,1,2,2,7,4,3,7,1,0,B8
1729,B0815,8,B,8B,Hindu,Enemies,Enemy4,2,19,M,15,6,7,5,7,7,7,7,7,6,5,6,6,2,NA,1,3,5,3,1,1,1,4,5,1,2,4,1,3,7,2,2,1,1,1,2,1,1,1,5,1,M,Muslim,3,1,2,1,1,1,1,1,1,1,1,4,3,6,1,1,1,1,1,1,1,4,1,7,1,6,7,1,0,B8
1730,B0815,8,B,8B,Hindu,Enemies,Enemy5,2,24,M,15,6,7,5,7,7,7,7,7,6,5,6,6,2,NA,1,3,5,3,1,1,1,4,5,1,2,4,1,3,7,2,2,1,1,1,2,1,1,1,5,1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1731,B0815,8,B,8B,Hindu,Enemies,Enemy6,2,25,M,15,6,7,5,7,7,7,7,7,6,5,6,6,2,NA,1,3,5,3,1,1,1,4,5,1,2,4,1,3,7,2,2,1,1,1,2,1,1,1,5,1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1732,B0815,8,B,8B,Hindu,Enemies,Enemy7,2,37,M,15,6,7,5,7,7,7,7,7,6,5,6,6,2,NA,1,3,5,3,1,1,1,4,5,1,2,4,1,3,7,2,2,1,1,1,2,1,1,1,5,1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1733,B0816,8,B,8B,Hindu,Enemies,Enemy1,2,1,M,16,5,6,1,7,6,3,6,2,4,5,5,3,7,MARRATHA,1,4,1,2,1,3,1,4,3,1,5,2,1,2,4,4,4,1,1,3,2,5,1,3,5,5,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1734,B0816,8,B,8B,Hindu,Enemies,Enemy2,2,3,M,16,5,6,1,7,6,3,6,2,4,5,5,3,7,MARRATHA,1,4,1,2,1,3,1,4,3,1,5,2,1,2,4,4,4,1,1,3,2,5,1,3,5,5,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1735,B0816,8,B,8B,Hindu,Enemies,Enemy3,2,5,M,16,5,6,1,7,6,3,6,2,4,5,5,3,7,MARRATHA,1,4,1,2,1,3,1,4,3,1,5,2,1,2,4,4,4,1,1,3,2,5,1,3,5,5,M,Muslim,2,1,1,1,1,1,4,1,1,1,1,4,3,7,2,1,1,3,1,2,1,5,4,7,4,4,7,1,0,B8
1736,B0816,8,B,8B,Hindu,Enemies,Enemy4,2,11,M,16,5,6,1,7,6,3,6,2,4,5,5,3,7,MARRATHA,1,4,1,2,1,3,1,4,3,1,5,2,1,2,4,4,4,1,1,3,2,5,1,3,5,5,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1737,B0816,8,B,8B,Hindu,Enemies,Enemy5,2,13,M,16,5,6,1,7,6,3,6,2,4,5,5,3,7,MARRATHA,1,4,1,2,1,3,1,4,3,1,5,2,1,2,4,4,4,1,1,3,2,5,1,3,5,5,M,Hindu,1,1,1,1,1,1,1,5,1,1,1,7,3,3,1,1,2,1,1,1,1,5,2,6,5,7,5,1,1,B8
1738,B0816,8,B,8B,Hindu,Enemies,Enemy6,2,14,M,16,5,6,1,7,6,3,6,2,4,5,5,3,7,MARRATHA,1,4,1,2,1,3,1,4,3,1,5,2,1,2,4,4,4,1,1,3,2,5,1,3,5,5,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1739,B0816,8,B,8B,Hindu,Enemies,Enemy7,2,23,M,16,5,6,1,7,6,3,6,2,4,5,5,3,7,MARRATHA,1,4,1,2,1,3,1,4,3,1,5,2,1,2,4,4,4,1,1,3,2,5,1,3,5,5,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1740,B0817,8,B,8B,Muslim,Enemies,Enemy1,2,16,M,17,3,6,4,4,6,6,6,7,6,7,4,4,7,NA,1,3,3,3,1,3,1,2,4,3,1,3,2,3,1,1,1,3,1,1,3,1,1,1,3,2,M,Hindu,4,1,2,1,3,1,3,1,5,2,2,4,4,4,1,1,3,2,5,1,3,5,5,6,1,6,3,1,0,B8
1741,B0817,8,B,8B,Muslim,Enemies,Enemy2,2,20,M,17,3,6,4,4,6,6,6,7,6,7,4,4,7,NA,1,3,3,3,1,3,1,2,4,3,1,3,2,3,1,1,1,3,1,1,3,1,1,1,3,2,M,Hindu,2,2,3,3,1,1,2,1,3,1,1,4,4,4,2,1,1,3,1,2,1,5,3,NA,4,7,6,1,0,B8
1742,B0817,8,B,8B,Muslim,Enemies,Enemy3,2,47,M,17,3,6,4,4,6,6,6,7,6,7,4,4,7,NA,1,3,3,3,1,3,1,2,4,3,1,3,2,3,1,1,1,3,1,1,3,1,1,1,3,2,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1743,B0819,8,B,8B,Muslim,Enemies,Enemy1,2,3,M,19,7,7,1,6,6,7,7,7,6,7,6,2,6,NA,1,3,1,2,1,1,1,2,1,1,1,1,2,1,4,3,6,1,1,1,1,1,1,1,4,1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1744,B0819,8,B,8B,Muslim,Enemies,Enemy2,2,11,M,19,7,7,1,6,6,7,7,7,6,7,6,2,6,NA,1,3,1,2,1,1,1,2,1,1,1,1,2,1,4,3,6,1,1,1,1,1,1,1,4,1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1745,B0819,8,B,8B,Muslim,Enemies,Enemy3,2,25,M,19,7,7,1,6,6,7,7,7,6,7,6,2,6,NA,1,3,1,2,1,1,1,2,1,1,1,1,2,1,4,3,6,1,1,1,1,1,1,1,4,1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1746,B0819,8,B,8B,Muslim,Enemies,Enemy4,2,47,M,19,7,7,1,6,6,7,7,7,6,7,6,2,6,NA,1,3,1,2,1,1,1,2,1,1,1,1,2,1,4,3,6,1,1,1,1,1,1,1,4,1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1747,B0820,8,B,8B,Hindu,Enemies,Enemy1,2,1,M,20,2,NA,4,NA,7,6,1,NA,NA,NA,5,3,NA,NA,1,2,2,3,3,1,1,1,2,1,3,1,1,1,4,4,4,2,1,1,3,1,2,1,5,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1748,B0820,8,B,8B,Hindu,Enemies,Enemy2,2,15,M,20,2,NA,4,NA,7,6,1,NA,NA,NA,5,3,NA,NA,1,2,2,3,3,1,1,1,2,1,3,1,1,1,4,4,4,2,1,1,3,1,2,1,5,3,M,Hindu,3,5,3,1,1,1,5,1,2,4,3,7,2,2,1,1,1,2,1,1,1,5,1,7,5,7,7,1,1,B8
1749,B0820,8,B,8B,Hindu,Enemies,Enemy3,2,33,M,20,2,NA,4,NA,7,6,1,NA,NA,NA,5,3,NA,NA,1,2,2,3,3,1,1,1,2,1,3,1,1,1,4,4,4,2,1,1,3,1,2,1,5,3,M,Hindu,2,2,2,1,1,1,3,1,2,2,1,6,6,6,1,1,1,3,1,1,1,5,5,7,4,7,7,1,1,B8
1750,B0820,8,B,8B,Hindu,Enemies,Enemy4,2,34,M,20,2,NA,4,NA,7,6,1,NA,NA,NA,5,3,NA,NA,1,2,2,3,3,1,1,1,2,1,3,1,1,1,4,4,4,2,1,1,3,1,2,1,5,3,M,Muslim,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,3,3,3,3,2,1,2,3,7,1,5,7,1,0,B8
1751,B0820,8,B,8B,Hindu,Enemies,Enemy5,2,36,M,20,2,NA,4,NA,7,6,1,NA,NA,NA,5,3,NA,NA,1,2,2,3,3,1,1,1,2,1,3,1,1,1,4,4,4,2,1,1,3,1,2,1,5,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1752,B0820,8,B,8B,Hindu,Enemies,Enemy6,2,38,M,20,2,NA,4,NA,7,6,1,NA,NA,NA,5,3,NA,NA,1,2,2,3,3,1,1,1,2,1,3,1,1,1,4,4,4,2,1,1,3,1,2,1,5,3,M,Muslim,1,1,1,2,1,2,1,2,1,1,1,6,6,5,1,1,1,2,1,1,1,5,3,7,1,5,7,1,0,B8
1753,B0820,8,B,8B,Hindu,Enemies,Enemy7,2,39,M,20,2,NA,4,NA,7,6,1,NA,NA,NA,5,3,NA,NA,1,2,2,3,3,1,1,1,2,1,3,1,1,1,4,4,4,2,1,1,3,1,2,1,5,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1754,B0821,8,B,8B,Hindu,Enemies,Enemy1,2,2,M,21,1,7,4,7,7,7,5,7,6,5,4,5,NA,NA,1,2,2,2,1,1,1,1,3,1,2,2,1,1,5,6,5,1,1,1,4,1,1,1,5,5,M,Muslim,1,1,1,1,1,1,1,1,1,1,1,4,1,4,5,1,1,1,1,2,1,3,3,7,1,6,7,1,0,B8
1755,B0821,8,B,8B,Hindu,Enemies,Enemy2,2,3,M,21,1,7,4,7,7,7,5,7,6,5,4,5,NA,NA,1,2,2,2,1,1,1,1,3,1,2,2,1,1,5,6,5,1,1,1,4,1,1,1,5,5,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1756,B0821,8,B,8B,Hindu,Enemies,Enemy3,2,25,M,21,1,7,4,7,7,7,5,7,6,5,4,5,NA,NA,1,2,2,2,1,1,1,1,3,1,2,2,1,1,5,6,5,1,1,1,4,1,1,1,5,5,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1757,B0821,8,B,8B,Hindu,Enemies,Enemy4,2,28,M,21,1,7,4,7,7,7,5,7,6,5,4,5,NA,NA,1,2,2,2,1,1,1,1,3,1,2,2,1,1,5,6,5,1,1,1,4,1,1,1,5,5,M,Muslim,1,1,1,1,1,1,4,1,1,1,1,3,3,3,3,1,1,1,1,4,2,4,1,6,4,5,7,1,0,B8
1758,B0821,8,B,8B,Hindu,Enemies,Enemy5,2,42,M,21,1,7,4,7,7,7,5,7,6,5,4,5,NA,NA,1,2,2,2,1,1,1,1,3,1,2,2,1,1,5,6,5,1,1,1,4,1,1,1,5,5,M,Muslim,1,2,3,1,1,1,1,1,1,1,1,3,4,5,1,1,1,1,1,5,1,2,1,6,7,1,7,1,0,B8
1759,B0821,8,B,8B,Hindu,Enemies,Enemy6,2,45,M,21,1,7,4,7,7,7,5,7,6,5,4,5,NA,NA,1,2,2,2,1,1,1,1,3,1,2,2,1,1,5,6,5,1,1,1,4,1,1,1,5,5,M,Hindu,1,1,2,3,2,1,1,1,1,1,2,3,1,1,1,1,1,1,1,3,1,5,5,7,1,6,6,1,1,B8
1760,B0822,8,B,8B,Hindu,Enemies,Enemy1,2,1,M,22,4,5,7,6,7,2,7,5,5,6,4,4,NA,MARATHE,1,1,2,1,2,2,1,4,4,1,3,4,1,1,4,4,4,1,1,2,3,3,1,3,1,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1761,B0822,8,B,8B,Hindu,Enemies,Enemy2,2,3,M,22,4,5,7,6,7,2,7,5,5,6,4,4,NA,MARATHE,1,1,2,1,2,2,1,4,4,1,3,4,1,1,4,4,4,1,1,2,3,3,1,3,1,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1762,B0822,8,B,8B,Hindu,Enemies,Enemy3,2,25,M,22,4,5,7,6,7,2,7,5,5,6,4,4,NA,MARATHE,1,1,2,1,2,2,1,4,4,1,3,4,1,1,4,4,4,1,1,2,3,3,1,3,1,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1763,B0822,8,B,8B,Hindu,Enemies,Enemy4,2,40,M,22,4,5,7,6,7,2,7,5,5,6,4,4,NA,MARATHE,1,1,2,1,2,2,1,4,4,1,3,4,1,1,4,4,4,1,1,2,3,3,1,3,1,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
1764,B0822,8,B,8B,Hindu,Enemies,Enemy5,2,49,M,22,4,5,7,6,7,2,7,5,5,6,4,4,NA,MARATHE,1,1,2,1,2,2,1,4,4,1,3,4,1,1,4,4,4,1,1,2,3,3,1,3,1,3,M,Hindu,2,1,2,1,1,1,4,1,3,2,1,4,4,4,1,1,1,3,1,1,1,5,4,6,6,7,6,1,1,B8
1765,B0826,8,B,8B,Hindu,Enemies,Enemy1,2,3,M,26,4,6,4,5,6,3,4,4,3,4,4,4,3,NA,1,4,1,3,2,4,1,4,3,2,5,3,1,3,4,3,3,2,2,2,1,2,2,2,4,4,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8
