...1,Subject.ID,grade,classroom,class,relig,Question,Category,Sequence,Response,Gender,egoID,Attitudes_BadMarks,Attitudes_Boys,Attitudes_Girls,Attitudes_GoodMarks,Attitudes_Hindus,Attitudes_Muslims,Attitudes_MyCaste,Attitudes_MyLang,Attitudes_OtherCaste,Attitudes_OtherLang,Attitudes_Poor,Attitudes_Rich,CasteForced_CasteForced,CasteOpen_CasteOpen,Gender_Gender,Identification_Caste,Identification_Gender,Identification_Language,Identification_Marks,Identification_Religion,Identification_School,Language_Language,ReligFreq_Celebrate,ReligFreq_Pray,ReligFreq_Read,ReligFreq_ReligiousPlace,Religion_Religion,Religiosity_Religiosity,ResourceAlloc_Friend,ResourceAlloc_Krishna,ResourceAlloc_Mohammed,SchoolHarmony_BoyGirl,SchoolHarmony_HinduMuslim,SchoolHarmony_InterCaste,SchoolHarmony_People,SchoolHarmony_RichPoor,Wellbeing_EnoughFriends,Wellbeing_Happy,Wellbeing_Lonely,Wellbeing_OthersMean,altGender,altRelig,altIDcaste,altIDgend,altIDlang,altIDmarks,altIDrelig,altIDschool,altReligCelebrate,altReligPray,altReligRead,altReligPlace,altReligiosity,altResourceFriend,altResourceHindu,altResourceMuslim,altHarmGender,altHarmRelig,altHarmCaste,altHarmPeople,altHarmSES,allWellFriends,altWellHappy,altWellLonely,altWellOthersMean,altAttBoys,altAttGirls,altAttHindu,altAttMuslim,ownGender,ownRelig,classID
71,A0518,5,A,5A,Hindu,Enemies,Enemy4,2,20,M,18,4,7,4,4,7,3,6,4,4,4,6,4,8,NA,1,1,1,2,1,1,1,1,3,1,2,1,1,1,4,4,2,1,2,1,1,1,1,1,5,3,M,Muslim,3,1,1,1,3,2,4,2,1,2,1,4,1,5,3,1,2,2,3,2,3,4,3,6,4,1,7,1,0,A5
72,A0518,5,A,5A,Hindu,Enemies,Enemy5,2,21,M,18,4,7,4,4,7,3,6,4,4,4,6,4,8,NA,1,1,1,2,1,1,1,1,3,1,2,1,1,1,4,4,2,1,2,1,1,1,1,1,5,3,M,Muslim,2,1,1,1,3,1,4,2,1,1,1,4,1,4,2,3,2,5,1,1,1,3,2,7,6,1,7,1,0,A5
73,A0518,5,A,5A,Hindu,Enemies,Enemy6,2,33,M,18,4,7,4,4,7,3,6,4,4,4,6,4,8,NA,1,1,1,2,1,1,1,1,3,1,2,1,1,1,4,4,2,1,2,1,1,1,1,1,5,3,M,Hindu,1,1,1,1,1,1,3,1,1,2,1,4,6,7,1,1,1,1,1,1,5,5,1,7,1,7,5,1,1,A5
74,A0518,5,A,5A,Hindu,Enemies,Enemy7,2,35,M,18,4,7,4,4,7,3,6,4,4,4,6,4,8,NA,1,1,1,2,1,1,1,1,3,1,2,1,1,1,4,4,2,1,2,1,1,1,1,1,5,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,A5
75,A0519,5,A,5A,Muslim,Enemies,Enemy1,2,6,M,19,2,7,1,7,1,7,7,7,1,7,2,6,NA,MEMON,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,1,7,5,1,1,2,1,1,1,5,1,M,Hindu,1,1,1,1,1,1,4,1,3,1,1,7,7,7,3,1,1,1,1,1,1,5,3,7,7,6,6,1,0,A5
76,A0520,5,A,5A,Muslim,Enemies,Enemy1,2,2,M,20,4,6,4,6,1,7,4,NA,6,6,6,5,7,SHUNI,1,3,1,1,1,3,2,2,4,2,1,2,2,1,4,1,5,3,1,2,2,3,2,3,4,3,M,Muslim,1,2,1,1,1,1,1,1,1,5,1,4,4,4,2,2,1,1,1,1,1,1,2,7,5,6,7,1,1,A5
77,A0520,5,A,5A,Muslim,Enemies,Enemy2,2,6,M,20,4,6,4,6,1,7,4,NA,6,6,6,5,7,SHUNI,1,3,1,1,1,3,2,2,4,2,1,2,2,1,4,1,5,3,1,2,2,3,2,3,4,3,M,Hindu,1,1,1,1,1,1,4,1,3,1,1,7,7,7,3,1,1,1,1,1,1,5,3,7,7,6,6,1,0,A5
78,A0520,5,A,5A,Muslim,Enemies,Enemy3,2,17,M,20,4,6,4,6,1,7,4,NA,6,6,6,5,7,SHUNI,1,3,1,1,1,3,2,2,4,2,1,2,2,1,4,1,5,3,1,2,2,3,2,3,4,3,M,Muslim,1,2,1,1,1,1,4,4,1,1,1,5,1,5,1,NA,1,1,2,1,1,1,5,6,6,6,7,1,1,A5
79,A0520,5,A,5A,Muslim,Enemies,Enemy4,2,23,M,20,4,6,4,6,1,7,4,NA,6,6,6,5,7,SHUNI,1,3,1,1,1,3,2,2,4,2,1,2,2,1,4,1,5,3,1,2,2,3,2,3,4,3,M,Hindu,4,1,2,1,1,1,5,4,2,5,1,4,4,4,4,1,3,1,1,1,1,NA,NA,6,NA,5,3,1,0,A5
80,A0520,5,A,5A,Muslim,Enemies,Enemy5,2,26,M,20,4,6,4,6,1,7,4,NA,6,6,6,5,7,SHUNI,1,3,1,1,1,3,2,2,4,2,1,2,2,1,4,1,5,3,1,2,2,3,2,3,4,3,M,Muslim,1,2,1,1,1,1,4,1,1,5,1,4,4,4,2,1,1,1,2,1,1,1,2,7,5,6,7,1,1,A5
81,A0520,5,A,5A,Muslim,Enemies,Enemy6,2,29,M,20,4,6,4,6,1,7,4,NA,6,6,6,5,7,SHUNI,1,3,1,1,1,3,2,2,4,2,1,2,2,1,4,1,5,3,1,2,2,3,2,3,4,3,M,Muslim,NA,3,NA,2,3,1,4,1,1,5,1,7,7,7,1,1,3,1,1,1,5,1,3,7,7,NA,7,1,1,A5
82,A0520,5,A,5A,Muslim,Enemies,Enemy7,2,31,M,20,4,6,4,6,1,7,4,NA,6,6,6,5,7,SHUNI,1,3,1,1,1,3,2,2,4,2,1,2,2,1,4,1,5,3,1,2,2,3,2,3,4,3,M,Jain,2,2,1,1,3,1,4,2,5,1,2,4,4,4,1,3,3,2,1,1,1,2,3,7,6,7,4,1,0,A5
83,A0524,5,A,5A,Hindu,Enemies,Enemy1,2,30,M,24,1,7,1,7,7,1,7,6,2,2,7,7,NA,PATEL,1,1,1,1,2,1,1,1,2,1,1,1,1,1,4,4,4,5,1,1,1,1,1,1,3,3,M,Muslim,1,1,1,2,1,2,1,1,1,1,1,4,2,4,3,1,1,3,3,1,1,2,3,7,4,5,7,1,0,A5
84,A0525,5,A,5A,Hindu,Enemies,Enemy1,2,1,M,25,1,6,1,7,6,1,3,7,7,3,1,6,8,NA,1,1,2,1,1,1,1,1,3,1,2,2,1,1,2,2,1,1,1,1,1,2,1,1,2,5,M,Muslim,1,1,2,1,2,1,3,1,2,2,1,4,1,4,1,1,2,2,1,2,2,1,1,7,2,5,7,1,0,A5
85,A0525,5,A,5A,Hindu,Enemies,Enemy2,2,33,M,25,1,6,1,7,6,1,3,7,7,3,1,6,8,NA,1,1,2,1,1,1,1,1,3,1,2,2,1,1,2,2,1,1,1,1,1,2,1,1,2,5,M,Hindu,1,1,1,1,1,1,3,1,1,2,1,4,6,7,1,1,1,1,1,1,5,5,1,7,1,7,5,1,1,A5
86,A0527,5,A,5A,Muslim,Enemies,Enemy1,2,1,M,27,1,7,1,6,1,7,5,6,4,6,NA,2,NA,PATHAN,1,2,1,1,1,1,1,2,3,1,1,1,2,1,4,3,3,2,1,2,1,1,1,1,5,5,M,Muslim,1,1,2,1,2,1,3,1,2,2,1,4,1,4,1,1,2,2,1,2,2,1,1,7,2,5,7,1,1,A5
87,A0527,5,A,5A,Muslim,Enemies,Enemy2,2,17,M,27,1,7,1,6,1,7,5,6,4,6,NA,2,NA,PATHAN,1,2,1,1,1,1,1,2,3,1,1,1,2,1,4,3,3,2,1,2,1,1,1,1,5,5,M,Muslim,1,2,1,1,1,1,4,4,1,1,1,5,1,5,1,NA,1,1,2,1,1,1,5,6,6,6,7,1,1,A5
88,A0527,5,A,5A,Muslim,Enemies,Enemy3,2,21,M,27,1,7,1,6,1,7,5,6,4,6,NA,2,NA,PATHAN,1,2,1,1,1,1,1,2,3,1,1,1,2,1,4,3,3,2,1,2,1,1,1,1,5,5,M,Muslim,2,1,1,1,3,1,4,2,1,1,1,4,1,4,2,3,2,5,1,1,1,3,2,7,6,1,7,1,1,A5
89,A0527,5,A,5A,Muslim,Enemies,Enemy4,2,24,M,27,1,7,1,6,1,7,5,6,4,6,NA,2,NA,PATHAN,1,2,1,1,1,1,1,2,3,1,1,1,2,1,4,3,3,2,1,2,1,1,1,1,5,5,M,Hindu,1,1,1,2,1,1,2,1,1,1,1,4,4,4,5,1,1,1,1,1,1,3,3,7,1,7,1,1,0,A5
90,A0527,5,A,5A,Muslim,Enemies,Enemy5,2,25,M,27,1,7,1,6,1,7,5,6,4,6,NA,2,NA,PATHAN,1,2,1,1,1,1,1,2,3,1,1,1,2,1,4,3,3,2,1,2,1,1,1,1,5,5,M,Hindu,1,2,1,1,1,1,3,1,2,2,1,2,2,1,1,1,1,1,2,1,1,2,5,6,1,6,1,1,0,A5
91,A0527,5,A,5A,Muslim,Enemies,Enemy6,2,26,M,27,1,7,1,6,1,7,5,6,4,6,NA,2,NA,PATHAN,1,2,1,1,1,1,1,2,3,1,1,1,2,1,4,3,3,2,1,2,1,1,1,1,5,5,M,Muslim,1,2,1,1,1,1,4,1,1,5,1,4,4,4,2,1,1,1,2,1,1,1,2,7,5,6,7,1,1,A5
92,A0529,5,A,5A,Muslim,Enemies,Enemy1,2,9,M,29,6,7,7,7,NA,7,7,6,1,5,6,1,8,NA,1,NA,3,NA,2,3,1,3,4,1,1,5,2,1,7,7,7,1,1,3,1,1,1,5,1,3,M,Hindu,1,1,1,1,1,1,3,1,5,2,3,4,2,3,1,1,1,1,2,1,5,5,2,6,2,7,1,1,0,A5
93,A0529,5,A,5A,Muslim,Enemies,Enemy2,2,33,M,29,6,7,7,7,NA,7,7,6,1,5,6,1,8,NA,1,NA,3,NA,2,3,1,3,4,1,1,5,2,1,7,7,7,1,1,3,1,1,1,5,1,3,M,Hindu,1,1,1,1,1,1,3,1,1,2,1,4,6,7,1,1,1,1,1,1,5,5,1,7,1,7,5,1,0,A5
94,A0529,5,A,5A,Muslim,Enemies,Enemy3,2,38,M,29,6,7,7,7,NA,7,7,6,1,5,6,1,8,NA,1,NA,3,NA,2,3,1,3,4,1,1,5,2,1,7,7,7,1,1,3,1,1,1,5,1,3,M,Muslim,1,1,1,1,1,1,3,1,1,1,1,1,1,7,1,1,1,5,1,5,3,1,1,7,1,2,7,1,1,A5
95,A0530,5,A,5A,Muslim,Enemies,Enemy1,2,1,M,30,4,7,4,4,5,7,7,7,4,5,3,1,7,JAMATI,1,1,1,1,2,1,2,2,1,1,1,1,2,1,4,2,4,3,1,1,3,3,1,1,2,3,M,Muslim,1,1,2,1,2,1,3,1,2,2,1,4,1,4,1,1,2,2,1,2,2,1,1,7,2,5,7,1,1,A5
96,A0530,5,A,5A,Muslim,Enemies,Enemy2,2,2,M,30,4,7,4,4,5,7,7,7,4,5,3,1,7,JAMATI,1,1,1,1,2,1,2,2,1,1,1,1,2,1,4,2,4,3,1,1,3,3,1,1,2,3,M,Muslim,1,2,1,1,1,1,1,1,1,5,1,4,4,4,2,2,1,1,1,1,1,1,2,7,5,6,7,1,1,A5
97,A0530,5,A,5A,Muslim,Enemies,Enemy3,2,11,M,30,4,7,4,4,5,7,7,7,4,5,3,1,7,JAMATI,1,1,1,1,2,1,2,2,1,1,1,1,2,1,4,2,4,3,1,1,3,3,1,1,2,3,M,Muslim,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,5,7,1,2,7,1,1,A5
98,A0530,5,A,5A,Muslim,Enemies,Enemy4,2,17,M,30,4,7,4,4,5,7,7,7,4,5,3,1,7,JAMATI,1,1,1,1,2,1,2,2,1,1,1,1,2,1,4,2,4,3,1,1,3,3,1,1,2,3,M,Muslim,1,2,1,1,1,1,4,4,1,1,1,5,1,5,1,NA,1,1,2,1,1,1,5,6,6,6,7,1,1,A5
99,A0530,5,A,5A,Muslim,Enemies,Enemy5,2,21,M,30,4,7,4,4,5,7,7,7,4,5,3,1,7,JAMATI,1,1,1,1,2,1,2,2,1,1,1,1,2,1,4,2,4,3,1,1,3,3,1,1,2,3,M,Muslim,2,1,1,1,3,1,4,2,1,1,1,4,1,4,2,3,2,5,1,1,1,3,2,7,6,1,7,1,1,A5
100,A0530,5,A,5A,Muslim,Enemies,Enemy6,2,25,M,30,4,7,4,4,5,7,7,7,4,5,3,1,7,JAMATI,1,1,1,1,2,1,2,2,1,1,1,1,2,1,4,2,4,3,1,1,3,3,1,1,2,3,M,Hindu,1,2,1,1,1,1,3,1,2,2,1,2,2,1,1,1,1,1,2,1,1,2,5,6,1,6,1,1,0,A5
101,A0530,5,A,5A,Muslim,Enemies,Enemy7,2,33,M,30,4,7,4,4,5,7,7,7,4,5,3,1,7,JAMATI,1,1,1,1,2,1,2,2,1,1,1,1,2,1,4,2,4,3,1,1,3,3,1,1,2,3,M,Hindu,1,1,1,1,1,1,3,1,1,2,1,4,6,7,1,1,1,1,1,1,5,5,1,7,1,7,5,1,0,A5
102,A0531,5,A,5A,Jain,Enemies,Enemy1,2,11,M,31,2,7,6,7,7,4,4,6,3,7,7,6,NA,JAIN,1,2,2,1,1,3,1,1,4,2,5,1,3,2,4,4,4,1,3,3,2,1,1,1,2,3,M,Muslim,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,5,7,1,2,7,1,0,A5
103,A0531,5,A,5A,Jain,Enemies,Enemy2,2,17,M,31,2,7,6,7,7,4,4,6,3,7,7,6,NA,JAIN,1,2,2,1,1,3,1,1,4,2,5,1,3,2,4,4,4,1,3,3,2,1,1,1,2,3,M,Muslim,1,2,1,1,1,1,4,4,1,1,1,5,1,5,1,NA,1,1,2,1,1,1,5,6,6,6,7,1,0,A5
104,A0531,5,A,5A,Jain,Enemies,Enemy3,2,21,M,31,2,7,6,7,7,4,4,6,3,7,7,6,NA,JAIN,1,2,2,1,1,3,1,1,4,2,5,1,3,2,4,4,4,1,3,3,2,1,1,1,2,3,M,Muslim,2,1,1,1,3,1,4,2,1,1,1,4,1,4,2,3,2,5,1,1,1,3,2,7,6,1,7,1,0,A5
105,A0531,5,A,5A,Jain,Enemies,Enemy4,2,35,M,31,2,7,6,7,7,4,4,6,3,7,7,6,NA,JAIN,1,2,2,1,1,3,1,1,4,2,5,1,3,2,4,4,4,1,3,3,2,1,1,1,2,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,A5
106,A0531,5,A,5A,Jain,Enemies,Enemy5,2,48,M,31,2,7,6,7,7,4,4,6,3,7,7,6,NA,JAIN,1,2,2,1,1,3,1,1,4,2,5,1,3,2,4,4,4,1,3,3,2,1,1,1,2,3,F,Hindu,3,5,1,1,4,2,NA,1,2,NA,2,4,7,4,3,3,4,1,1,1,1,4,4,1,7,6,2,0,0,A5
107,A0532,5,A,5A,Muslim,Enemies,Enemy1,2,5,M,32,6,7,1,6,5,7,7,7,6,4,6,2,8,NA,1,1,1,1,1,1,1,2,2,1,1,1,2,1,4,1,7,5,1,1,1,1,1,3,3,5,M,Hindu,1,2,2,2,1,1,4,1,4,1,1,4,4,4,2,1,1,1,1,1,1,2,2,7,6,7,6,1,0,A5
108,A0533,5,A,5A,Hindu,Enemies,Enemy1,2,6,M,33,1,7,1,7,7,5,2,7,1,1,7,1,1,NA,1,1,1,1,1,1,1,1,3,1,1,2,1,1,4,6,7,1,1,1,1,1,1,5,5,1,M,Hindu,1,1,1,1,1,1,4,1,3,1,1,7,7,7,3,1,1,1,1,1,1,5,3,7,7,6,6,1,1,A5
109,A0533,5,A,5A,Hindu,Enemies,Enemy2,2,17,M,33,1,7,1,7,7,5,2,7,1,1,7,1,1,NA,1,1,1,1,1,1,1,1,3,1,1,2,1,1,4,6,7,1,1,1,1,1,1,5,5,1,M,Muslim,1,2,1,1,1,1,4,4,1,1,1,5,1,5,1,NA,1,1,2,1,1,1,5,6,6,6,7,1,0,A5
110,A0533,5,A,5A,Hindu,Enemies,Enemy3,2,21,M,33,1,7,1,7,7,5,2,7,1,1,7,1,1,NA,1,1,1,1,1,1,1,1,3,1,1,2,1,1,4,6,7,1,1,1,1,1,1,5,5,1,M,Muslim,2,1,1,1,3,1,4,2,1,1,1,4,1,4,2,3,2,5,1,1,1,3,2,7,6,1,7,1,0,A5
111,A0534,5,A,5A,Muslim,Enemies,Enemy1,2,5,M,34,2,6,4,6,4,7,6,6,4,4,3,4,7,SUNNI,1,1,1,1,1,1,1,2,3,1,1,1,2,1,4,3,4,4,3,4,3,1,3,1,4,4,M,Hindu,1,2,2,2,1,1,4,1,4,1,1,4,4,4,2,1,1,1,1,1,1,2,2,7,6,7,6,1,0,A5
112,A0534,5,A,5A,Muslim,Enemies,Enemy2,2,17,M,34,2,6,4,6,4,7,6,6,4,4,3,4,7,SUNNI,1,1,1,1,1,1,1,2,3,1,1,1,2,1,4,3,4,4,3,4,3,1,3,1,4,4,M,Muslim,1,2,1,1,1,1,4,4,1,1,1,5,1,5,1,NA,1,1,2,1,1,1,5,6,6,6,7,1,1,A5
113,A0534,5,A,5A,Muslim,Enemies,Enemy3,2,21,M,34,2,6,4,6,4,7,6,6,4,4,3,4,7,SUNNI,1,1,1,1,1,1,1,2,3,1,1,1,2,1,4,3,4,4,3,4,3,1,3,1,4,4,M,Muslim,2,1,1,1,3,1,4,2,1,1,1,4,1,4,2,3,2,5,1,1,1,3,2,7,6,1,7,1,1,A5
114,A0536,5,A,5A,Hindu,Enemies,Enemy1,2,11,M,36,5,7,7,7,6,6,7,7,7,6,7,1,7,GUARAV SAMAJ,1,1,1,1,1,1,1,4,3,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,5,3,M,Muslim,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,5,7,1,2,7,1,0,A5
115,A0536,5,A,5A,Hindu,Enemies,Enemy2,2,16,M,36,5,7,7,7,6,6,7,7,7,6,7,1,7,GUARAV SAMAJ,1,1,1,1,1,1,1,4,3,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,5,3,M,Muslim,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,5,4,2,3,1,2,2,1,7,2,2,7,1,0,A5
116,A0536,5,A,5A,Hindu,Enemies,Enemy3,2,19,M,36,5,7,7,7,6,6,7,7,7,6,7,1,7,GUARAV SAMAJ,1,1,1,1,1,1,1,4,3,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,5,3,M,Muslim,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,1,1,2,1,1,1,5,1,7,1,1,7,1,0,A5
117,A0536,5,A,5A,Hindu,Enemies,Enemy4,2,20,M,36,5,7,7,7,6,6,7,7,7,6,7,1,7,GUARAV SAMAJ,1,1,1,1,1,1,1,4,3,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,5,3,M,Muslim,3,1,1,1,3,2,4,2,1,2,1,4,1,5,3,1,2,2,3,2,3,4,3,6,4,1,7,1,0,A5
118,A0536,5,A,5A,Hindu,Enemies,Enemy5,2,35,M,36,5,7,7,7,6,6,7,7,7,6,7,1,7,GUARAV SAMAJ,1,1,1,1,1,1,1,4,3,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,5,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,A5
119,A0537,5,A,5A,Hindu,Enemies,Enemy1,2,5,M,37,1,7,1,7,7,7,7,6,7,6,7,7,7,NA,1,2,1,2,1,2,1,4,4,1,5,3,1,2,4,4,4,3,1,1,1,1,5,1,5,5,M,Hindu,1,2,2,2,1,1,4,1,4,1,1,4,4,4,2,1,1,1,1,1,1,2,2,7,6,7,6,1,1,A5
120,A0537,5,A,5A,Hindu,Enemies,Enemy2,2,6,M,37,1,7,1,7,7,7,7,6,7,6,7,7,7,NA,1,2,1,2,1,2,1,4,4,1,5,3,1,2,4,4,4,3,1,1,1,1,5,1,5,5,M,Hindu,1,1,1,1,1,1,4,1,3,1,1,7,7,7,3,1,1,1,1,1,1,5,3,7,7,6,6,1,1,A5
121,A0537,5,A,5A,Hindu,Enemies,Enemy3,2,11,M,37,1,7,1,7,7,7,7,6,7,6,7,7,7,NA,1,2,1,2,1,2,1,4,4,1,5,3,1,2,4,4,4,3,1,1,1,1,5,1,5,5,M,Muslim,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,5,7,1,2,7,1,0,A5
122,A0537,5,A,5A,Hindu,Enemies,Enemy4,2,17,M,37,1,7,1,7,7,7,7,6,7,6,7,7,7,NA,1,2,1,2,1,2,1,4,4,1,5,3,1,2,4,4,4,3,1,1,1,1,5,1,5,5,M,Muslim,1,2,1,1,1,1,4,4,1,1,1,5,1,5,1,NA,1,1,2,1,1,1,5,6,6,6,7,1,0,A5
123,A0537,5,A,5A,Hindu,Enemies,Enemy5,2,19,M,37,1,7,1,7,7,7,7,6,7,6,7,7,7,NA,1,2,1,2,1,2,1,4,4,1,5,3,1,2,4,4,4,3,1,1,1,1,5,1,5,5,M,Muslim,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,1,1,2,1,1,1,5,1,7,1,1,7,1,0,A5
124,A0537,5,A,5A,Hindu,Enemies,Enemy6,2,21,M,37,1,7,1,7,7,7,7,6,7,6,7,7,7,NA,1,2,1,2,1,2,1,4,4,1,5,3,1,2,4,4,4,3,1,1,1,1,5,1,5,5,M,Muslim,2,1,1,1,3,1,4,2,1,1,1,4,1,4,2,3,2,5,1,1,1,3,2,7,6,1,7,1,0,A5
125,A0537,5,A,5A,Hindu,Enemies,Enemy7,2,33,M,37,1,7,1,7,7,7,7,6,7,6,7,7,7,NA,1,2,1,2,1,2,1,4,4,1,5,3,1,2,4,4,4,3,1,1,1,1,5,1,5,5,M,Hindu,1,1,1,1,1,1,3,1,1,2,1,4,6,7,1,1,1,1,1,1,5,5,1,7,1,7,5,1,1,A5
126,A0537,5,A,5A,Hindu,Enemies,Enemy8,2,35,M,37,1,7,1,7,7,7,7,6,7,6,7,7,7,NA,1,2,1,2,1,2,1,4,4,1,5,3,1,2,4,4,4,3,1,1,1,1,5,1,5,5,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,A5
127,A0537,5,A,5A,Hindu,Enemies,Enemy9,2,38,M,37,1,7,1,7,7,7,7,6,7,6,7,7,7,NA,1,2,1,2,1,2,1,4,4,1,5,3,1,2,4,4,4,3,1,1,1,1,5,1,5,5,M,Muslim,1,1,1,1,1,1,3,1,1,1,1,1,1,7,1,1,1,5,1,5,3,1,1,7,1,2,7,1,0,A5
128,A0538,5,A,5A,Muslim,Enemies,Enemy1,2,4,M,38,7,7,1,1,2,7,7,7,1,6,3,2,NA,MUSLIMS,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,7,1,1,1,5,1,5,3,1,1,M,Hindu,3,2,3,1,1,1,2,1,1,5,1,4,5,7,1,1,2,1,1,1,5,1,3,7,7,7,5,1,0,A5
129,A0538,5,A,5A,Muslim,Enemies,Enemy2,2,6,M,38,7,7,1,1,2,7,7,7,1,6,3,2,NA,MUSLIMS,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,7,1,1,1,5,1,5,3,1,1,M,Hindu,1,1,1,1,1,1,4,1,3,1,1,7,7,7,3,1,1,1,1,1,1,5,3,7,7,6,6,1,0,A5
130,A0538,5,A,5A,Muslim,Enemies,Enemy3,2,7,M,38,7,7,1,1,2,7,7,7,1,6,3,2,NA,MUSLIMS,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,7,1,1,1,5,1,5,3,1,1,M,Hindu,3,3,1,2,2,1,1,3,2,1,2,4,2,1,3,1,2,2,2,1,1,2,2,7,1,NA,2,1,0,A5
131,A0538,5,A,5A,Muslim,Enemies,Enemy4,2,12,M,38,7,7,1,1,2,7,7,7,1,6,3,2,NA,MUSLIMS,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,7,1,1,1,5,1,5,3,1,1,M,Hindu,2,3,4,1,2,1,5,5,1,4,1,4,1,5,3,4,1,1,3,2,5,1,3,7,4,3,4,1,0,A5
132,A0538,5,A,5A,Muslim,Enemies,Enemy5,2,15,M,38,7,7,1,1,2,7,7,7,1,6,3,2,NA,MUSLIMS,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,7,1,1,1,5,1,5,3,1,1,M,Hindu,2,4,3,1,2,1,1,1,3,2,1,5,4,4,1,1,1,1,1,1,1,5,3,6,6,7,7,1,0,A5
133,A0538,5,A,5A,Muslim,Enemies,Enemy6,2,17,M,38,7,7,1,1,2,7,7,7,1,6,3,2,NA,MUSLIMS,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,7,1,1,1,5,1,5,3,1,1,M,Muslim,1,2,1,1,1,1,4,4,1,1,1,5,1,5,1,NA,1,1,2,1,1,1,5,6,6,6,7,1,1,A5
134,A0538,5,A,5A,Muslim,Enemies,Enemy7,2,20,M,38,7,7,1,1,2,7,7,7,1,6,3,2,NA,MUSLIMS,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,7,1,1,1,5,1,5,3,1,1,M,Muslim,3,1,1,1,3,2,4,2,1,2,1,4,1,5,3,1,2,2,3,2,3,4,3,6,4,1,7,1,1,A5
135,A0538,5,A,5A,Muslim,Enemies,Enemy8,2,23,M,38,7,7,1,1,2,7,7,7,1,6,3,2,NA,MUSLIMS,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,7,1,1,1,5,1,5,3,1,1,M,Hindu,4,1,2,1,1,1,5,4,2,5,1,4,4,4,4,1,3,1,1,1,1,NA,NA,6,NA,5,3,1,0,A5
136,A0538,5,A,5A,Muslim,Enemies,Enemy9,2,25,M,38,7,7,1,1,2,7,7,7,1,6,3,2,NA,MUSLIMS,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,7,1,1,1,5,1,5,3,1,1,M,Hindu,1,2,1,1,1,1,3,1,2,2,1,2,2,1,1,1,1,1,2,1,1,2,5,6,1,6,1,1,0,A5
137,A0538,5,A,5A,Muslim,Enemies,Enemy10,2,29,M,38,7,7,1,1,2,7,7,7,1,6,3,2,NA,MUSLIMS,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,7,1,1,1,5,1,5,3,1,1,M,Muslim,NA,3,NA,2,3,1,4,1,1,5,1,7,7,7,1,1,3,1,1,1,5,1,3,7,7,NA,7,1,1,A5
138,A0538,5,A,5A,Muslim,Enemies,Enemy11,2,31,M,38,7,7,1,1,2,7,7,7,1,6,3,2,NA,MUSLIMS,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,7,1,1,1,5,1,5,3,1,1,M,Jain,2,2,1,1,3,1,4,2,5,1,2,4,4,4,1,3,3,2,1,1,1,2,3,7,6,7,4,1,0,A5
139,A0540,5,A,5A,Hindu,Enemies,Enemy1,2,1,F,40,4,2,6,6,1,2,5,7,2,7,5,5,8,NA,2,1,1,4,1,4,1,1,1,2,5,3,1,3,4,2,3,2,2,1,1,1,1,1,5,2,M,Muslim,1,1,2,1,2,1,3,1,2,2,1,4,1,4,1,1,2,2,1,2,2,1,1,7,2,5,7,0,0,A5
