...1,Subject.ID,grade,classroom,class,relig,Question,Category,Sequence,Response,Gender,egoID,Attitudes_BadMarks,Attitudes_Boys,Attitudes_Girls,Attitudes_GoodMarks,Attitudes_Hindus,Attitudes_Muslims,Attitudes_MyCaste,Attitudes_MyLang,Attitudes_OtherCaste,Attitudes_OtherLang,Attitudes_Poor,Attitudes_Rich,CasteForced_CasteForced,CasteOpen_CasteOpen,Gender_Gender,Identification_Caste,Identification_Gender,Identification_Language,Identification_Marks,Identification_Religion,Identification_School,Language_Language,ReligFreq_Celebrate,ReligFreq_Pray,ReligFreq_Read,ReligFreq_ReligiousPlace,Religion_Religion,Religiosity_Religiosity,ResourceAlloc_Friend,ResourceAlloc_Krishna,ResourceAlloc_Mohammed,SchoolHarmony_BoyGirl,SchoolHarmony_HinduMuslim,SchoolHarmony_InterCaste,SchoolHarmony_People,SchoolHarmony_RichPoor,Wellbeing_EnoughFriends,Wellbeing_Happy,Wellbeing_Lonely,Wellbeing_OthersMean,altGender,altRelig,altIDcaste,altIDgend,altIDlang,altIDmarks,altIDrelig,altIDschool,altReligCelebrate,altReligPray,altReligRead,altReligPlace,altReligiosity,altResourceFriend,altResourceHindu,altResourceMuslim,altHarmGender,altHarmRelig,altHarmCaste,altHarmPeople,altHarmSES,allWellFriends,altWellHappy,altWellLonely,altWellOthersMean,altAttBoys,altAttGirls,altAttHindu,altAttMuslim,ownGender,ownRelig,classID,ID2017,class.2017,class.2016,DOB.2017,DOB.2016,testdate,ageinyears
3518,A0633,6,A,6A,Hindu,Friends,Friend1,1,45,F,33,4,4,7,6,7,5,6,6,6,6,5,5,8,NA,2,2,1,2,1,2,1,1,1,1,4,2,1,2,6,4,2,3,2,2,3,1,1,1,5,3,F,Hindu,1,2,1,1,1,1,3,4,2,3,1,4,3,3,2,2,1,2,1,2,1,2,2,4,7,7,5,1,1,A6,Z07B31,7B,6A,8/12/2004,8/12/2004,1/14/2016,11.43013699
3524,A0635,6,A,6A,Muslim,Friends,Friend1,1,28,F,35,4,1,7,7,4,7,7,7,4,5,7,7,8,NA,2,1,1,1,1,1,1,1,NA,1,NA,1,2,1,4,1,1,1,1,1,3,2,2,1,5,4,F,Muslim,1,1,1,1,1,2,3,1,1,3,1,4,1,3,4,1,1,2,1,2,1,2,2,2,7,4,7,1,1,A6,Z07B33,7B,6A,12/6/2004,12/6/2004,1/14/2016,11.11232877
3530,A0636,6,A,6A,Muslim,Friends,Friend1,1,29,F,36,2,2,6,4,2,6,7,5,1,6,4,2,7,NA,2,1,1,3,2,1,2,4,5,1,1,1,2,2,5,1,1,1,1,2,3,1,3,2,1,5,F,Hindu,1,1,2,1,1,2,1,3,5,4,1,4,1,1,4,3,2,3,1,1,3,5,2,4,7,7,1,1,0,A6,Z07B34,7B,6A,4/20/2005,NA,1/14/2016,10.74246575
3537,A0637,6,A,6A,Muslim,Friends,Friend1,1,28,F,37,3,4,7,7,6,6,7,7,5,6,6,6,8,NA,2,1,2,2,1,1,2,1,4,1,1,1,2,1,4,3,5,1,1,1,2,1,1,1,1,5,F,Muslim,1,1,1,1,1,2,3,1,1,3,1,4,1,3,4,1,1,2,1,2,1,2,2,2,7,4,7,1,1,A6,Z07B36,7B,6A,8/21/2004,8/21/2004,1/14/2016,11.40547945
3542,A0638,6,A,6A,Muslim,Friends,Friend1,1,32,F,38,1,1,4,4,1,7,7,7,1,1,4,4,NA,NA,2,2,1,3,1,2,1,2,3,1,2,1,2,1,4,3,4,5,1,2,2,1,2,1,3,5,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,A6,Z07B37,7B,6A,1/1/2005,1/1/2005,1/14/2016,11.04109589
3549,A0639,6,A,6A,Hindu,Friends,Friend1,1,30,F,39,3,3,7,7,6,2,6,6,5,7,6,6,3,NA,2,1,1,3,1,2,1,3,3,1,1,2,1,1,4,5,6,2,1,1,1,1,1,1,5,3,F,Hindu,2,1,3,2,2,1,4,1,2,3,2,4,3,3,3,1,1,2,1,2,1,1,4,4,4,7,1,1,1,A6,Z07B38,7B,6A,11/29/2004,11/29/2004,1/14/2016,11.13150685
3556,A0640,6,A,6A,Muslim,Friends,Friend1,1,27,F,40,4,1,6,4,1,7,7,4,1,4,6,4,NA,Islam,2,1,1,2,1,1,1,2,3,1,1,1,2,1,4,2,4,3,2,1,1,1,1,1,5,5,F,Hindu,3,4,2,1,3,1,2,2,5,3,2,4,2,1,1,1,1,1,1,1,1,5,5,3,6,6,4,1,0,A6,Z07B39,7B,6A,1/18/2005,1/18/2005,1/14/2016,10.99452055
3563,A0642,6,A,6A,Muslim,Friends,Friend1,1,28,F,42,1,1,7,7,3,7,7,7,6,7,7,1,6,Muslim,2,1,1,3,3,1,1,4,4,1,1,2,2,1,4,4,4,1,1,1,1,1,1,1,5,1,F,Muslim,1,1,1,1,1,2,3,1,1,3,1,4,1,3,4,1,1,2,1,2,1,2,2,2,7,4,7,1,1,A6,Z07B41,7B,6A,7/20/2004,7/20/2004,1/14/2016,11.49315068
3570,A0643,6,A,6A,Hindu,Friends,Friend1,1,30,F,43,5,4,7,6,7,6,7,6,6,6,6,4,3,NA,2,3,1,NA,1,2,1,4,3,1,4,2,NA,1,4,4,1,NA,1,1,2,1,2,1,2,4,F,Hindu,2,1,3,2,2,1,4,1,2,3,2,4,3,3,3,1,1,2,1,2,1,1,4,4,4,7,1,1,1,A6,Z07B42,7B,6A,3/3/2005,3/3/2005,1/14/2016,10.8739726
3577,A0644,6,A,6A,Hindu,Friends,Friend1,1,27,F,44,4,1,7,7,7,7,7,7,3,6,6,5,1,NA,2,1,1,4,1,1,1,2,3,1,4,2,1,1,4,4,3,5,1,1,1,1,1,1,1,5,F,Hindu,3,4,2,1,3,1,2,2,5,3,2,4,2,1,1,1,1,1,1,1,1,5,5,3,6,6,4,1,1,A6,Z07B43,7B,6A,1/11/2005,NA,1/14/2016,11.01369863
3584,A0645,6,A,6A,Hindu,Friends,Friend1,1,33,F,45,3,4,7,7,7,5,7,6,3,3,5,5,3,NA,2,1,2,1,1,1,1,1,3,4,2,3,1,1,4,3,3,2,2,1,2,1,2,1,2,2,F,Hindu,2,1,2,1,2,1,1,1,4,2,2,6,4,2,3,2,2,3,1,1,1,5,3,4,7,7,5,1,1,A6,Z07B44,7B,6A,3/9/2004,3/9/2004,1/14/2016,11.85753425
3591,A0646,6,A,6A,Hindu,Friends,Friend1,1,27,F,46,2,3,7,5,6,2,4,4,3,4,4,NA,8,NA,2,1,3,1,1,2,2,1,3,1,4,2,1,1,4,2,2,3,2,2,2,1,1,2,5,2,F,Hindu,3,4,2,1,3,1,2,2,5,3,2,4,2,1,1,1,1,1,1,1,1,5,5,3,6,6,4,1,1,A6,Z07B45,7B,6A,7/11/2004,7/11/2004,1/14/2016,11.51780822
3594,A0647,6,A,6A,Hindu,Friends,Friend1,1,7,F,47,4,7,7,7,7,1,7,7,7,4,4,4,1,NA,2,1,1,1,1,1,1,1,3,1,4,3,1,1,4,4,3,1,1,2,1,1,1,1,5,1,M,Hindu,2,1,2,2,1,1,4,1,3,2,1,4,4,4,1,1,1,1,2,1,1,2,3,7,4,7,6,0,1,A6,Z07B46,7B,6A,8/18/2004,8/18/2004,1/14/2016,11.41369863
3600,A0648,6,A,6A,Hindu,Friends,Friend1,1,13,F,48,6,5,6,6,5,4,5,5,4,6,4,3,1,NA,2,5,5,3,4,4,2,1,3,2,5,3,1,3,7,3,3,2,2,2,3,2,3,1,5,2,M,Hindu,2,2,2,3,2,1,4,2,2,2,2,4,7,7,2,3,3,2,3,1,1,1,3,6,1,6,6,0,1,A6,Z07B47,7B,6A,9/12/2004,NA,1/14/2016,11.34520548
3604,A0649,6,A,6A,Hindu,Friends,Friend1,1,27,F,49,5,6,7,6,7,6,NA,6,6,5,7,4,3,NA,2,1,3,2,1,1,1,1,3,1,4,2,1,2,4,3,3,3,1,1,2,1,1,1,4,4,F,Hindu,3,4,2,1,3,1,2,2,5,3,2,4,2,1,1,1,1,1,1,1,1,5,5,3,6,6,4,1,1,A6,Z07B48,7B,6A,9/4/2004,9/4/2004,1/14/2016,11.36712329
3611,A0650,6,A,6A,Hindu,Friends,Friend1,1,31,F,50,4,2,7,7,7,5,7,6,6,5,5,4,8,NA,2,5,4,3,3,1,2,1,2,1,2,2,1,2,6,5,5,2,1,1,1,1,4,1,4,4,F,Hindu,2,1,3,1,2,1,4,1,4,2,2,4,3,NA,3,1,1,1,1,2,1,5,3,1,7,7,4,1,1,A6,Z07B49,7B,6A,5/18/2004,5/18/2004,1/14/2016,11.66575342
3618,A0651,6,A,6A,Muslim,Friends,Friend1,1,30,F,51,2,4,7,4,4,5,7,6,4,5,2,1,8,Muslim,2,1,3,1,1,1,1,2,4,1,2,1,2,2,4,3,3,3,1,3,1,5,1,4,1,5,F,Hindu,2,1,3,2,2,1,4,1,2,3,2,4,3,3,3,1,1,2,1,2,1,1,4,4,4,7,1,1,0,A6,Z07B50,7B,6A,12/22/2004,12/22/2004,1/14/2016,11.06849315
3626,A0652,6,A,6A,Muslim,Friends,Friend1,1,28,F,52,4,1,7,6,3,7,7,6,5,4,6,4,7,Muslim,2,1,1,2,2,1,2,2,4,1,2,5,2,1,4,3,4,3,1,1,3,1,1,1,5,3,F,Muslim,1,1,1,1,1,2,3,1,1,3,1,4,1,3,4,1,1,2,1,2,1,2,2,2,7,4,7,1,1,A6,Z07C53,7C,6A,1/11/2005,1/11/2005,1/14/2016,11.01369863
3633,A0653,6,A,6A,Muslim,Friends,Friend1,1,31,F,53,4,3,6,4,5,7,7,4,6,4,4,4,8,Muslim,2,1,2,1,1,2,2,2,3,1,1,1,2,2,4,3,3,3,1,2,1,3,1,1,1,5,F,Hindu,2,1,3,1,2,1,4,1,4,2,2,4,3,NA,3,1,1,1,1,2,1,5,3,1,7,7,4,1,0,A6,Z07B52,7B,6A,7/13/2004,7/13/2004,1/14/2016,11.51232877
3640,A0655,6,A,6A,Jain,Friends,Friend1,1,33,F,55,6,4,7,7,7,2,6,7,6,4,4,4,8,NA,2,4,2,2,2,3,1,1,3,1,5,2,3,2,4,3,3,3,2,3,2,1,1,5,5,2,F,Hindu,2,1,2,1,2,1,1,1,4,2,2,6,4,2,3,2,2,3,1,1,1,5,3,4,7,7,5,1,0,A6,Z07B54,7B,6A,12/24/2004,12/24/2004,1/14/2016,11.0630137
3647,A0656,6,A,6A,Hindu,Friends,Friend1,1,30,F,56,4,5,7,6,7,4,6,7,4,6,4,6,3,NA,2,2,1,1,1,2,2,2,2,4,3,1,1,1,6,2,4,2,3,3,2,2,1,1,3,3,F,Hindu,2,1,3,2,2,1,4,1,2,3,2,4,3,3,3,1,1,2,1,2,1,1,4,4,4,7,1,1,1,A6,Z07B55,7B,6A,11/15/2004,11/15/2004,1/14/2016,11.16986301
3652,A0657,6,A,6A,Jain,Friends,Friend1,1,33,F,57,2,5,7,6,7,5,7,7,3,5,6,6,8,NA,2,1,1,1,1,2,1,1,4,4,5,2,3,1,4,2,1,2,1,2,1,3,2,1,5,5,F,Hindu,2,1,2,1,2,1,1,1,4,2,2,6,4,2,3,2,2,3,1,1,1,5,3,4,7,7,5,1,0,A6,Z07B56,7B,6A,2/4/2005,2/4/2005,1/14/2016,10.94794521
3657,A0658,6,A,6A,Muslim,Friends,Friend1,1,28,F,58,4,4,6,4,6,7,6,4,5,5,7,4,8,NA,2,1,1,1,1,1,1,1,3,1,1,3,2,2,4,4,4,3,1,1,2,1,2,1,5,2,F,Muslim,1,1,1,1,1,2,3,1,1,3,1,4,1,3,4,1,1,2,1,2,1,2,2,2,7,4,7,1,1,A6,Z07B57,7B,6A,10/2/2003,NA,1/14/2016,12.29315068
3664,A0659,6,A,6A,Hindu,Friends,Friend1,1,48,F,59,4,4,4,7,6,4,6,7,4,4,4,4,2,NA,2,3,3,2,1,3,2,1,3,1,5,3,1,3,4,2,2,2,1,1,3,1,1,2,4,3,F,Hindu,5,5,3,4,4,2,3,2,5,3,3,7,3,3,2,2,2,3,2,3,1,5,2,5,6,5,4,1,1,A6,Z07B59,7B,6A,8/17/2005,8/17/2005,1/14/2016,10.41643836
3668,A0661,6,A,6A,Hindu,Friends,Friend1,1,3,F,61,1,3,7,7,7,4,7,4,4,4,4,4,8,NA,2,1,2,2,1,2,1,4,3,1,5,5,1,3,4,4,2,1,1,2,1,1,1,1,3,2,M,Muslim,2,1,3,1,2,1,3,1,2,4,2,4,3,3,2,1,2,1,1,1,1,5,3,7,4,7,3,0,0,A6,Z07B62,7B,6A,2/1/2005,2/1/2005,1/14/2016,10.95616438
3676,A0662,6,A,6A,Hindu,Friends,Friend1,1,45,F,62,2,2,6,5,7,5,7,7,4,5,4,2,1,NA,2,1,1,1,1,2,1,2,2,1,3,3,1,1,4,3,3,3,1,1,3,1,1,1,2,3,F,Hindu,1,2,1,1,1,1,3,4,2,3,1,4,3,3,2,2,1,2,1,2,1,2,2,4,7,7,5,1,1,A6,Z07B63,7B,6A,4/9/2005,NA,1/14/2016,10.77260274
3679,A0664,6,A,6A,Hindu,Friends,Friend1,1,29,F,64,4,3,7,6,5,4,6,4,5,6,5,3,2,NA,2,2,3,4,1,1,2,4,3,1,3,2,1,2,5,4,4,2,2,2,2,3,1,1,2,3,F,Hindu,1,1,2,1,1,2,1,3,5,4,1,4,1,1,4,3,2,3,1,1,3,5,2,4,7,7,1,1,1,A6,Z07B65,7B,6A,5/3/2005,5/3/2005,1/14/2016,10.70684932
3686,B0601,6,B,6B,Muslim,Friends,Friend1,1,8,M,1,4,7,4,4,5,7,7,4,4,4,4,4,7,NA,1,1,1,1,1,1,1,1,5,1,1,1,2,1,3,3,3,3,3,1,1,2,3,3,4,4,M,Muslim,2,2,1,1,1,1,2,1,2,1,3,4,4,3,2,2,1,1,1,1,1,3,3,7,5,3,7,1,1,B6,Z07C01,7C,6B,3/5/2005,NA,1/14/2016,10.86849315
3689,B0602,6,B,6B,Hindu,Friends,Friend1,1,3,M,2,1,7,4,7,3,1,3,6,3,3,3,1,2,NA,1,3,1,2,1,2,1,4,4,4,5,2,NA,1,7,7,1,2,1,1,2,1,1,1,2,5,M,Hindu,1,3,2,3,1,2,3,4,2,2,1,3,3,2,1,2,3,2,1,1,1,3,2,5,2,7,1,1,1,B6,Z07C02,7C,6B,11/9/2004,9/11/2004,1/14/2016,11.18630137
3696,B0603,6,B,6B,Hindu,Friends,Friend1,1,2,M,3,7,5,2,NA,7,1,6,4,2,3,5,6,2,NA,1,1,3,2,3,1,2,1,3,4,2,2,1,1,3,3,2,1,2,3,2,1,1,1,3,2,M,Hindu,3,1,2,1,2,1,4,4,5,2,1,7,7,1,2,1,1,2,1,1,1,2,5,7,4,3,1,1,1,B6,Z07C03,7C,6B,8/31/2004,8/31/2003,1/14/2016,11.37808219
3703,B0604,6,B,6B,Hindu,Friends,Friend1,1,3,M,4,5,7,7,7,7,6,7,7,6,7,7,1,2,NA,1,1,1,1,1,1,1,4,3,1,2,2,1,1,4,7,2,5,5,5,5,5,4,5,1,5,M,Hindu,1,3,2,3,1,2,3,4,2,2,1,3,3,2,1,2,3,2,1,1,1,3,2,5,2,7,1,1,1,B6,Z07C04,7C,6B,12/30/2004,12/30/2004,1/14/2016,11.04657534
3709,B0605,6,B,6B,Muslim,Friends,Friend1,1,8,M,5,NA,NA,2,2,3,7,7,NA,NA,NA,NA,NA,6,NA,1,1,4,1,1,1,3,2,4,2,1,3,2,1,4,3,4,2,1,1,2,1,5,2,5,1,M,Muslim,2,2,1,1,1,1,2,1,2,1,3,4,4,3,2,2,1,1,1,1,1,3,3,7,5,3,7,1,1,B6,Z07C05,7C,6B,12/16/2004,12/16/2004,1/14/2016,11.08493151
3716,B0606,6,B,6B,Hindu,Friends,Friend1,1,1,M,6,1,4,4,5,7,4,2,6,4,4,1,5,1,NA,1,2,3,1,1,1,1,4,3,1,2,2,1,1,4,5,7,2,2,2,1,3,1,1,3,2,M,Muslim,1,1,1,1,1,1,5,1,1,1,1,3,3,3,3,3,1,1,2,3,3,4,4,7,4,5,7,1,0,B6,NA,NA,6B,NA,11/12/2004,1/14/2016,11.17808219
3723,B0607,6,B,6B,Muslim,Friends,Friend1,1,1,M,7,2,7,7,6,3,NA,6,7,6,5,2,7,7,NA,1,1,1,2,1,1,1,2,4,1,1,1,2,1,4,4,4,1,1,1,3,4,5,1,5,3,M,Muslim,1,1,1,1,1,1,5,1,1,1,1,3,3,3,3,3,1,1,2,3,3,4,4,7,4,5,7,1,1,B6,Z07C06,7C,6B,12/8/2004,NA,1/14/2016,11.10684932
3730,B0608,6,B,6B,Muslim,Friends,Friend1,1,1,M,8,4,7,5,7,3,7,7,7,5,7,4,6,6,NA,1,2,2,1,1,1,1,1,2,1,2,1,2,3,4,4,3,2,2,1,1,1,1,1,3,3,M,Muslim,1,1,1,1,1,1,5,1,1,1,1,3,3,3,3,3,1,1,2,3,3,4,4,7,4,5,7,1,1,B6,Z07B06,7B,6B,12/24/2004,NA,1/14/2016,11.0630137
3737,B0609,6,B,6B,Hindu,Friends,Friend1,1,4,M,9,1,7,7,7,5,6,1,6,3,2,3,7,2,NA,1,2,1,1,1,1,1,4,3,1,4,2,1,3,4,4,4,1,1,2,5,1,3,1,5,1,M,Hindu,1,1,1,1,1,1,3,1,2,2,1,4,7,2,5,5,5,5,5,4,5,1,5,7,7,7,6,1,1,B6,Z07C07,7C,6B,9/27/2003,8/27/2003,1/14/2016,12.30684932
3744,B0610,6,B,6B,Hindu,Friends,Friend1,1,3,M,10,2,7,1,7,6,1,6,6,5,6,5,6,2,NA,1,2,2,1,1,1,1,4,3,1,2,2,1,1,7,7,3,5,2,2,1,1,1,1,2,2,M,Hindu,1,3,2,3,1,2,3,4,2,2,1,3,3,2,1,2,3,2,1,1,1,3,2,5,2,7,1,1,1,B6,Z07C08,7C,6B,9/4/2004,9/4/2004,1/14/2016,11.36712329
3751,B0611,6,B,6B,Hindu,Friends,Friend1,1,2,M,11,2,7,3,6,7,1,NA,7,4,5,NA,3,6,NA,1,1,2,1,1,1,1,4,2,1,1,2,1,1,7,4,5,2,3,2,2,1,1,1,2,4,M,Hindu,3,1,2,1,2,1,4,4,5,2,1,7,7,1,2,1,1,2,1,1,1,2,5,7,4,3,1,1,1,B6,Z07C09,7C,6B,12/29/2004,NA,1/14/2016,11.04931507
3758,B0612,6,B,6B,Muslim,Friends,Friend1,1,1,M,12,6,7,1,1,1,7,4,5,2,1,6,4,6,NA,1,3,1,2,2,1,2,2,NA,2,1,1,2,1,4,1,7,5,1,3,2,1,2,1,3,4,M,Muslim,1,1,1,1,1,1,5,1,1,1,1,3,3,3,3,3,1,1,2,3,3,4,4,7,4,5,7,1,1,B6,NA,NA,6B,NA,12/28/2003,1/14/2016,12.05479452
3765,B0614,6,B,6B,Hindu,Friends,Friend1,1,2,M,14,6,7,4,7,7,2,6,7,5,6,6,5,2,NA,1,2,1,2,1,1,2,1,2,1,2,2,1,1,7,5,4,2,1,1,2,2,1,1,2,2,M,Hindu,3,1,2,1,2,1,4,4,5,2,1,7,7,1,2,1,1,2,1,1,1,2,5,7,4,3,1,1,1,B6,Z07C12,7C,6B,3/16/2005,3/16/2005,1/14/2016,10.83835616
3772,B0615,6,B,6B,Muslim,Friends,Friend1,1,5,M,15,1,7,7,7,1,7,3,6,4,7,7,4,2,NA,1,NA,1,2,2,1,1,2,1,4,5,1,2,1,7,5,7,1,5,2,1,3,1,1,2,3,M,Muslim,1,4,1,1,1,3,4,2,1,3,1,4,3,4,2,1,1,2,1,5,2,5,1,NA,2,3,7,1,1,B6,Z07C13,7C,6B,7/22/2004,NA,1/14/2016,11.48767123
3779,B0616,6,B,6B,Hindu,Friends,Friend1,1,2,M,16,1,7,6,7,7,6,6,6,2,3,7,4,2,NA,1,3,1,3,2,2,1,1,3,1,2,5,1,1,3,4,4,4,1,1,1,1,5,1,5,5,M,Hindu,3,1,2,1,2,1,4,4,5,2,1,7,7,1,2,1,1,2,1,1,1,2,5,7,4,3,1,1,1,B6,Z07C14,7C,6B,1/1/2005,1/1/2005,1/14/2016,11.04109589
3786,B0617,6,B,6B,Muslim,Friends,Friend1,1,4,M,17,1,7,1,7,1,7,3,6,1,3,1,2,2,NA,1,NA,NA,NA,1,1,1,2,1,1,1,1,2,1,4,1,3,1,5,3,1,5,1,1,3,5,M,Hindu,1,1,1,1,1,1,3,1,2,2,1,4,7,2,5,5,5,5,5,4,5,1,5,7,7,7,6,1,0,B6,NA,NA,6B,NA,2/24/2004,1/14/2016,11.89589041
3793,B0618,6,B,6B,Muslim,Friends,Friend1,1,12,M,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,8,NA,1,1,NA,1,1,1,1,2,1,1,1,2,2,1,4,4,4,5,1,5,1,5,5,2,2,1,M,Muslim,3,1,2,2,1,2,NA,2,1,1,1,4,1,7,5,1,3,2,1,2,1,3,4,7,1,1,7,1,1,B6,NA,NA,6B,NA,9/21/2003,1/14/2016,12.32328767
3800,B0620,6,B,6B,Muslim,Friends,Friend1,1,12,M,20,NA,7,NA,7,1,7,6,6,5,6,7,3,8,8,1,1,1,1,1,1,1,4,2,1,2,1,2,1,4,4,4,2,3,4,1,2,1,3,5,2,M,Muslim,3,1,2,2,1,2,NA,2,1,1,1,4,1,7,5,1,3,2,1,2,1,3,4,7,1,1,7,1,1,B6,Z07C16,7C,6B,9/7/2004,NA,1/14/2016,11.35890411
3807,B0621,6,B,6B,Muslim,Friends,Friend1,1,7,M,21,5,6,6,7,5,7,7,5,5,6,7,5,8,NA,1,2,2,1,1,1,1,2,2,1,1,1,2,1,4,4,4,NA,1,2,NA,1,1,1,3,3,M,Muslim,1,1,2,1,1,1,4,1,1,1,1,4,4,4,1,1,1,3,4,5,1,5,3,7,7,3,NA,1,1,B6,Z07C17,7C,6B,6/6/2004,6/6/2004,1/14/2016,11.61369863
3814,B0622,6,B,6B,Hindu,Friends,Friend1,1,2,M,22,3,7,1,5,7,1,6,7,2,1,4,7,1,NA,1,5,1,1,3,2,1,1,1,4,2,3,1,1,4,4,2,1,4,3,2,1,3,1,1,1,M,Hindu,3,1,2,1,2,1,4,4,5,2,1,7,7,1,2,1,1,2,1,1,1,2,5,7,4,3,1,1,1,B6,Z07C18,7C,6B,1/20/2004,1/20/2004,1/14/2016,11.99178082
3821,B0623,6,B,6B,Hindu,Friends,Friend1,1,2,M,23,1,7,1,7,7,1,7,7,4,2,7,7,8,NA,1,2,1,1,1,1,1,NA,1,1,2,1,1,1,4,4,3,3,1,1,1,1,3,2,1,1,M,Hindu,3,1,2,1,2,1,4,4,5,2,1,7,7,1,2,1,1,2,1,1,1,2,5,7,4,3,1,1,1,B6,Z07C19,7C,6B,9/5/2004,NA,1/14/2016,11.36438356
3828,B0624,6,B,6B,Muslim,Friends,Friend1,1,5,M,24,2,7,7,5,1,7,6,4,1,4,NA,NA,6,NA,1,1,1,1,1,1,1,2,4,1,1,1,2,1,4,4,4,3,1,1,1,1,5,1,1,2,M,Muslim,1,4,1,1,1,3,4,2,1,3,1,4,3,4,2,1,1,2,1,5,2,5,1,NA,2,3,7,1,1,B6,Z07C20,7C,6B,8/30/2004,NA,1/14/2016,11.38082192
3837,B0625,6,B,6B,Hindu,Friends,Friend1,1,2,M,25,1,7,5,5,7,3,7,7,4,6,5,4,3,NA,1,1,1,1,2,1,2,1,3,1,1,2,1,1,6,7,7,2,1,2,1,1,2,1,5,3,M,Hindu,3,1,2,1,2,1,4,4,5,2,1,7,7,1,2,1,1,2,1,1,1,2,5,7,4,3,1,1,1,B6,Z07C21,7C,6B,2/8/2005,2/8/2004,1/14/2016,10.9369863
3844,B0628,6,B,6B,other,Friends,Friend1,1,2,M,28,7,7,7,7,7,7,7,7,7,7,7,7,1,NA,1,1,1,1,1,1,1,3,1,1,1,1,1,1,7,7,7,5,5,5,5,5,3,5,3,5,M,Hindu,3,1,2,1,2,1,4,4,5,2,1,7,7,1,2,1,1,2,1,1,1,2,5,7,4,3,1,1,0,B6,Z07C24,7C,6B,8/12/2004,8/12/2004,1/14/2016,11.43013699
3851,B0629,6,B,6B,Hindu,Friends,Friend1,1,4,M,29,3,7,5,7,7,4,2,3,1,5,1,NA,2,NA,1,2,3,1,1,2,1,2,1,1,4,3,1,1,4,5,3,2,1,2,1,1,1,2,5,1,M,Hindu,1,1,1,1,1,1,3,1,2,2,1,4,7,2,5,5,5,5,5,4,5,1,5,7,7,7,6,1,1,B6,Z07C25,7C,6B,6/24/2003,NA,1/14/2016,12.56712329
3858,B0630,6,B,6B,Muslim,Friends,Friend1,1,8,M,30,3,7,5,7,4,3,7,5,6,5,4,5,8,DOWERE NOHARA,1,1,3,3,1,3,2,4,5,1,4,1,3,3,4,5,5,2,1,1,3,1,2,2,3,3,M,Muslim,2,2,1,1,1,1,2,1,2,1,3,4,4,3,2,2,1,1,1,1,1,3,3,7,5,3,7,1,1,B6,Z07C26,7C,6B,1/28/2004,1/16/2006,1/14/2016,11.96986301
3865,B0631,6,B,6B,Muslim,Friends,Friend1,1,12,M,31,2,6,5,7,4,3,5,5,1,3,1,5,7,NA,1,3,1,2,3,2,1,2,2,5,1,NA,2,2,3,1,2,3,2,2,1,1,2,2,1,3,M,Muslim,3,1,2,2,1,2,NA,2,1,1,1,4,1,7,5,1,3,2,1,2,1,3,4,7,1,1,7,1,1,B6,NA,NA,6B,NA,4/3/2004,1/14/2016,11.7890411
3873,B0632,6,B,6B,Muslim,Friends,Friend1,1,5,M,32,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7,NA,1,2,2,3,1,3,1,2,3,1,4,2,2,1,4,1,3,1,1,2,2,1,1,1,1,4,M,Muslim,1,4,1,1,1,3,4,2,1,3,1,4,3,4,2,1,1,2,1,5,2,5,1,NA,2,3,7,1,1,B6,Z07C27,7C,6B,12/17/2004,NA,1/14/2016,11.08219178
3880,B0634,6,B,6B,Muslim,Friends,Friend1,1,1,M,34,7,6,5,2,NA,4,5,NA,1,3,7,NA,6,NA,1,4,NA,1,1,NA,1,2,4,1,1,3,2,2,4,2,7,3,1,2,1,1,1,1,1,NA,M,Muslim,1,1,1,1,1,1,5,1,1,1,1,3,3,3,3,3,1,1,2,3,3,4,4,7,4,5,7,1,1,B6,Z07C29,7C,6B,3/25/2005,NA,1/14/2016,10.81369863
3887,B0635,6,B,6B,Muslim,Friends,Friend1,1,1,M,35,5,7,7,3,1,7,5,6,7,6,5,1,7,NA,1,1,1,1,1,1,2,2,4,1,1,1,2,1,7,5,5,1,1,1,3,1,1,1,1,1,M,Muslim,1,1,1,1,1,1,5,1,1,1,1,3,3,3,3,3,1,1,2,3,3,4,4,7,4,5,7,1,1,B6,Z07C30,7C,6B,8/23/2004,8/23/2004,1/14/2016,11.4
3894,B0636,6,B,6B,Hindu,Friends,Friend1,1,4,M,36,2,7,6,7,6,6,7,7,6,6,7,6,1,NA,1,1,1,1,1,1,1,4,1,1,1,5,1,1,4,1,1,1,1,1,3,1,1,1,4,1,M,Hindu,1,1,1,1,1,1,3,1,2,2,1,4,7,2,5,5,5,5,5,4,5,1,5,7,7,7,6,1,1,B6,Z07C31,7C,6B,5/7/2005,NA,1/14/2016,10.69589041
3901,B0637,6,B,6B,Hindu,Friends,Friend1,1,10,M,37,3,5,4,4,6,3,5,4,4,4,3,4,6,NA,1,1,3,4,1,2,1,1,3,1,3,3,1,1,4,5,3,2,1,1,3,1,2,1,5,5,M,Hindu,2,2,1,1,1,1,3,1,2,2,1,7,7,3,5,2,2,1,1,1,1,2,2,7,1,6,1,1,1,B6,Z07C32,7C,6B,5/29/2004,NA,1/14/2016,11.63561644
