...1,Subject.ID,grade,classroom,class,relig,Question,Category,Sequence,Response,Gender,egoID,Attitudes_BadMarks,Attitudes_Boys,Attitudes_Girls,Attitudes_GoodMarks,Attitudes_Hindus,Attitudes_Muslims,Attitudes_MyCaste,Attitudes_MyLang,Attitudes_OtherCaste,Attitudes_OtherLang,Attitudes_Poor,Attitudes_Rich,CasteForced_CasteForced,CasteOpen_CasteOpen,Gender_Gender,Identification_Caste,Identification_Gender,Identification_Language,Identification_Marks,Identification_Religion,Identification_School,Language_Language,ReligFreq_Celebrate,ReligFreq_Pray,ReligFreq_Read,ReligFreq_ReligiousPlace,Religion_Religion,Religiosity_Religiosity,ResourceAlloc_Friend,ResourceAlloc_Krishna,ResourceAlloc_Mohammed,SchoolHarmony_BoyGirl,SchoolHarmony_HinduMuslim,SchoolHarmony_InterCaste,SchoolHarmony_People,SchoolHarmony_RichPoor,Wellbeing_EnoughFriends,Wellbeing_Happy,Wellbeing_Lonely,Wellbeing_OthersMean,altGender,altRelig,altIDcaste,altIDgend,altIDlang,altIDmarks,altIDrelig,altIDschool,altReligCelebrate,altReligPray,altReligRead,altReligPlace,altReligiosity,altResourceFriend,altResourceHindu,altResourceMuslim,altHarmGender,altHarmRelig,altHarmCaste,altHarmPeople,altHarmSES,allWellFriends,altWellHappy,altWellLonely,altWellOthersMean,altAttBoys,altAttGirls,altAttHindu,altAttMuslim,ownGender,ownRelig,classID,ID2017,class.2017,class.2016,DOB.2017,DOB.2016,testdate,ageinyears
3909,B0639,6,B,6B,Hindu,Friends,Friend1,1,2,M,39,5,6,5,7,NA,6,6,6,6,6,5,NA,6,NA,1,1,2,2,1,2,1,1,NA,2,4,2,1,2,4,4,4,2,2,2,1,3,2,3,4,3,M,Hindu,3,1,2,1,2,1,4,4,5,2,1,7,7,1,2,1,1,2,1,1,1,2,5,7,4,3,1,1,1,B6,Z07C35,7C,6B,1/28/2005,1/28/2005,1/14/2016,10.96712329
3916,B0640,6,B,6B,Hindu,Friends,Friend1,1,2,M,40,1,7,2,7,7,1,NA,7,3,4,6,3,1,NA,1,2,3,1,1,2,1,1,2,1,3,1,1,1,4,3,4,2,2,1,1,1,1,1,NA,2,M,Hindu,3,1,2,1,2,1,4,4,5,2,1,7,7,1,2,1,1,2,1,1,1,2,5,7,4,3,1,1,1,B6,Z07C36,7C,6B,11/29/2004,11/29/2004,1/14/2016,11.13150685
3923,B0641,6,B,6B,Muslim,Friends,Friend1,1,5,M,41,2,7,7,6,1,7,2,7,2,1,2,5,7,NA,1,2,1,1,1,2,1,2,4,1,1,1,2,1,4,4,4,1,1,2,1,5,1,1,5,5,M,Muslim,1,4,1,1,1,3,4,2,1,3,1,4,3,4,2,1,1,2,1,5,2,5,1,NA,2,3,7,1,1,B6,Z07C37,7C,6B,9/29/2004,NA,1/14/2016,11.29863014
3931,B0644,6,B,6B,Muslim,Friends,Friend1,1,43,F,44,5,1,7,7,5,6,7,6,6,6,5,4,NA,BOHRA,2,1,1,2,2,1,1,1,3,1,1,3,3,1,4,2,3,2,1,1,4,1,5,1,5,1,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B6,Z07B26,7B,6B,10/20/2004,10/20/2004,1/14/2016,11.24109589
3935,B0645,6,B,6B,Hindu,Friends,Friend1,1,44,F,45,1,4,7,7,7,1,7,7,7,4,5,5,4,NA,2,2,2,1,1,1,1,1,4,1,3,2,1,1,7,7,6,2,1,1,1,1,1,1,5,5,F,Muslim,1,1,2,2,1,1,3,1,1,3,1,4,2,3,2,1,1,4,1,5,1,5,1,1,7,5,6,1,0,B6,Z07C41,7C,6B,12/9/2004,NA,1/14/2016,11.10410959
3942,B0646,6,B,6B,Hindu,Friends,Friend1,1,25,F,46,1,7,7,7,7,1,7,7,5,6,3,5,2,NA,2,1,1,1,1,1,1,4,3,1,2,2,1,1,7,6,3,5,5,5,2,5,5,5,3,5,M,Hindu,1,1,1,2,1,2,3,1,1,2,1,6,7,7,2,1,2,1,1,2,1,5,3,7,5,7,3,0,1,B6,Z07C42,7C,6B,12/23/2004,12/23/2004,1/14/2016,11.06575342
3949,B0647,6,B,6B,Hindu,Friends,Friend1,1,44,F,47,1,1,7,5,6,5,6,6,5,5,3,4,8,NA,2,1,1,1,1,1,1,1,3,1,4,NA,1,2,4,2,4,2,1,1,1,3,1,1,3,3,F,Muslim,1,1,2,2,1,1,3,1,1,3,1,4,2,3,2,1,1,4,1,5,1,5,1,1,7,5,6,1,0,B6,Z07C43,7C,6B,1/14/2004,1/14/2004,1/14/2016,12.00821918
3954,B0648,6,B,6B,Hindu,Friends,Friend1,1,45,F,48,5,6,7,7,7,6,7,7,7,7,5,6,8,NA,2,1,1,2,1,1,1,NA,3,2,2,2,1,1,4,6,7,2,1,1,2,1,5,2,5,2,F,Hindu,2,2,1,1,1,1,4,1,3,2,1,7,7,6,2,1,1,1,1,1,1,5,5,4,7,7,1,1,1,B6,Z07C44,7C,6B,3/10/2005,3/10/2005,1/14/2016,10.85479452
3960,B0649,6,B,6B,Muslim,Friends,Friend1,1,43,F,49,2,4,7,7,5,7,7,6,6,7,6,1,6,NA,2,NA,2,1,1,3,1,3,4,2,1,1,2,1,7,4,4,3,2,1,1,1,4,1,5,5,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B6,Z07B35,7B,6B,4/17/2004,4/17/2004,1/14/2016,11.75068493
3967,B0650,6,B,6B,Muslim,Friends,Friend1,1,44,F,50,4,5,7,7,6,7,7,7,6,6,6,5,8,NA,2,2,2,1,1,1,1,1,2,1,1,1,2,1,7,1,3,1,1,1,1,1,1,1,5,2,F,Muslim,1,1,2,2,1,1,3,1,1,3,1,4,2,3,2,1,1,4,1,5,1,5,1,1,7,5,6,1,1,B6,Z07C45,7C,6B,6/7/2004,NA,1/14/2016,11.6109589
3974,B0651,6,B,6B,Muslim,Friends,Friend1,1,43,F,51,7,4,7,5,2,2,7,7,4,NA,7,7,8,NA,2,3,4,1,1,1,2,2,4,1,5,1,2,4,4,4,7,3,1,4,1,5,5,1,1,5,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B6,Z07C46,7C,6B,12/20/2004,12/20/2004,1/14/2016,11.0739726
3981,B0652,6,B,6B,Hindu,Friends,Friend1,1,45,F,52,4,6,4,7,7,4,7,7,5,6,5,6,6,NA,2,2,1,4,1,2,1,1,3,1,2,1,1,1,4,4,4,4,1,1,1,1,5,1,5,5,F,Hindu,2,2,1,1,1,1,4,1,3,2,1,7,7,6,2,1,1,1,1,1,1,5,5,4,7,7,1,1,1,B6,Z07C47,7C,6B,9/21/2004,9/21/2004,1/14/2016,11.32054795
3988,B0654,6,B,6B,Hindu,Friends,Friend1,1,45,F,54,5,6,7,6,7,1,6,5,4,5,6,2,8,NA,2,1,1,1,1,1,1,1,2,2,5,4,1,3,4,5,5,1,1,4,2,1,1,1,3,4,F,Hindu,2,2,1,1,1,1,4,1,3,2,1,7,7,6,2,1,1,1,1,1,1,5,5,4,7,7,1,1,1,B6,Z07C49,7C,6B,10/1/2004,10/1/2004,1/14/2016,11.29315068
3995,B0655,6,B,6B,Hindu,Friends,Friend1,1,45,F,55,2,2,6,6,6,2,6,2,2,2,2,6,8,NA,2,3,1,1,1,2,1,1,4,1,5,2,1,1,7,4,1,1,3,2,2,1,1,1,2,2,F,Hindu,2,2,1,1,1,1,4,1,3,2,1,7,7,6,2,1,1,1,1,1,1,5,5,4,7,7,1,1,1,B6,Z07C50,7C,6B,10/20/2004,10/20/2004,1/14/2016,11.24109589
4002,B0656,6,B,6B,Hindu,Friends,Friend1,1,46,F,56,2,2,6,6,4,1,7,2,3,6,5,3,7,NA,2,4,2,2,2,1,1,1,4,1,1,1,1,1,4,3,3,3,4,3,2,2,2,1,4,3,F,Hindu,1,1,1,1,1,1,3,1,2,2,1,7,6,3,5,5,5,2,5,5,5,3,5,7,7,7,1,1,1,B6,NA,NA,6B,NA,3/18/2005,1/14/2016,10.83287671
4009,B0657,6,B,6B,Hindu,Friends,Friend1,1,46,F,57,4,2,7,5,7,4,7,6,6,7,4,7,7,NA,2,1,1,1,2,1,1,1,3,1,2,1,1,1,4,4,1,5,1,3,5,5,1,3,1,1,F,Hindu,1,1,1,1,1,1,3,1,2,2,1,7,6,3,5,5,5,2,5,5,5,3,5,7,7,7,1,1,1,B6,Z07C51,7C,6B,12/19/2004,12/19/2004,1/14/2016,11.07671233
4016,B0658,6,B,6B,Muslim,Friends,Friend1,1,44,F,58,4,4,7,4,4,7,7,4,4,7,4,4,8,NA,2,1,1,2,1,1,1,2,3,3,1,2,2,1,4,1,7,2,1,2,5,1,3,4,1,1,F,Muslim,1,1,2,2,1,1,3,1,1,3,1,4,2,3,2,1,1,4,1,5,1,5,1,1,7,5,6,1,1,B6,Z07C52,7C,6B,6/3/2004,6/3/2004,1/14/2016,11.62191781
4019,B0659,6,B,6B,Hindu,Friends,Friend1,1,50,F,59,2,6,7,6,7,1,7,6,3,5,5,7,1,NA,2,1,1,1,2,1,2,1,4,1,1,1,1,1,4,4,7,3,1,2,2,3,2,2,5,5,F,Muslim,2,2,1,1,1,1,2,1,1,1,1,7,1,3,1,1,1,1,1,1,1,5,2,5,7,6,7,1,0,B6,Z07C54,7C,6B,5/9/2004,5/9/2004,1/14/2016,11.69041096
4026,B0660,6,B,6B,Hindu,Friends,Friend1,1,45,F,60,1,1,7,5,7,1,7,5,2,4,6,6,8,NA,2,1,1,1,1,1,1,1,1,2,2,1,1,1,7,6,5,3,1,2,1,3,NA,1,NA,3,F,Hindu,2,2,1,1,1,1,4,1,3,2,1,7,7,6,2,1,1,1,1,1,1,5,5,4,7,7,1,1,1,B6,NA,NA,6B,NA,12/18/2004,1/14/2016,11.07945205
4033,B0661,6,B,6B,Muslim,Friends,Friend1,1,44,F,61,1,2,7,7,3,7,7,6,5,5,2,6,7,NA,2,1,1,1,1,1,1,2,4,1,1,1,2,1,4,2,7,2,1,1,1,1,NA,1,1,NA,F,Muslim,1,1,2,2,1,1,3,1,1,3,1,4,2,3,2,1,1,4,1,5,1,5,1,1,7,5,6,1,1,B6,Z07C55,7C,6B,2/22/2005,NA,1/14/2016,10.89863014
4040,B0663,6,B,6B,Muslim,Friends,Friend1,1,43,F,63,4,5,7,6,4,7,6,6,4,6,4,4,NA,SUNEE,2,2,1,1,2,1,2,2,2,4,5,3,2,NA,4,1,7,1,2,1,3,1,1,1,5,4,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B6,Z07C57,7C,6B,10/4/2004,10/4/2004,1/14/2016,11.28493151
4047,B0664,6,B,6B,Muslim,Friends,Friend1,1,44,F,64,2,1,7,7,3,7,6,6,1,7,7,7,8,NA,2,1,1,1,1,1,1,2,1,1,1,1,2,1,7,7,2,3,2,2,2,2,1,2,3,2,F,Muslim,1,1,2,2,1,1,3,1,1,3,1,4,2,3,2,1,1,4,1,5,1,5,1,1,7,5,6,1,1,B6,Z07C58,7C,6B,11/20/2004,NA,1/14/2016,11.15616438
4053,B0665,6,B,6B,Hindu,Friends,Friend1,1,46,F,65,1,1,7,7,7,1,7,7,6,6,2,4,1,NA,2,1,1,3,1,2,1,4,3,1,2,3,1,3,3,2,1,2,1,1,1,3,5,1,5,1,F,Hindu,1,1,1,1,1,1,3,1,2,2,1,7,6,3,5,5,5,2,5,5,5,3,5,7,7,7,1,1,1,B6,Z07B60,7B,6B,5/1/2008,8/30/2004,1/14/2016,7.709589041
4060,C0601,6,C,6C,Muslim,Friends,Friend1,1,8,M,1,4,7,NA,3,4,NA,NA,3,4,4,3,NA,8,NA,1,1,1,1,1,1,1,2,5,1,1,2,2,1,4,1,3,3,4,1,1,3,4,1,4,2,M,Hindu,1,1,1,1,1,1,3,1,1,3,1,3,3,4,2,3,2,4,2,2,2,2,3,7,5,7,3,1,0,C6,Z07A01,7A,6C,5/14/2005,NA,1/14/2016,10.67671233
4067,C0602,6,C,6C,Hindu,Friends,Friend1,1,5,M,2,5,7,3,7,7,4,6,7,6,6,7,4,2,NA,1,1,1,2,1,2,1,1,4,1,2,1,1,1,6,4,4,2,1,1,1,1,2,1,5,2,M,Hindu,2,1,2,1,2,1,4,1,1,2,1,4,1,1,4,2,1,1,1,3,1,2,4,6,4,6,4,1,1,C6,Z07A02,7A,6C,9/5/2004,NA,1/14/2016,11.36438356
4073,C0603,6,C,6C,Muslim,Friends,Friend1,1,2,M,3,2,7,6,7,5,7,7,6,2,7,1,3,8,NA,1,3,2,2,1,3,1,1,4,2,1,3,2,1,3,2,2,1,1,2,2,4,1,1,3,3,M,Hindu,1,1,2,1,2,1,4,1,2,1,1,6,4,4,2,1,1,1,1,2,1,5,2,7,3,7,4,1,0,C6,NA,NA,6C,NA,NA,1/14/2016,NA
4080,C0604,6,C,6C,Hindu,Friends,Friend1,1,5,M,4,1,7,1,7,7,1,1,7,1,1,1,7,1,NA,1,1,1,1,1,1,1,1,5,4,5,1,1,1,2,7,7,1,1,1,1,1,1,1,1,5,M,Hindu,2,1,2,1,2,1,4,1,1,2,1,4,1,1,4,2,1,1,1,3,1,2,4,6,4,6,4,1,1,C6,Z07A05,7A,6C,1/1/2005,NA,1/14/2016,11.04109589
4087,C0605,6,C,6C,Hindu,Friends,Friend1,1,17,M,5,4,6,4,7,6,4,6,7,6,6,4,5,1,NA,1,2,1,2,1,2,1,2,4,1,1,2,1,1,4,1,1,4,2,1,1,1,3,1,2,4,M,Hindu,2,2,1,1,2,1,2,1,5,4,1,4,3,2,1,2,3,2,2,1,2,2,2,7,6,7,6,1,1,C6,Z07A06,7A,6C,10/15/2003,NA,1/14/2016,12.25753425
4093,C0606,6,C,6C,Hindu,Friends,Friend1,1,3,M,6,4,7,6,5,7,5,7,6,2,7,1,3,8,NA,1,3,2,2,1,3,1,1,4,2,5,3,1,1,3,2,2,1,1,2,2,4,1,1,3,3,M,Muslim,3,2,2,1,3,1,4,2,1,3,1,3,2,2,1,1,2,2,4,1,1,3,3,7,6,5,7,1,0,C6,Z07A08,7A,6C,9/28/2004,NA,1/14/2016,11.30136986
4097,C0607,6,C,6C,Hindu,Friends,Friend1,1,4,M,7,2,7,4,6,7,2,7,7,5,6,6,6,8,NA,1,1,2,1,1,2,1,1,NA,1,NA,1,1,1,4,3,3,4,2,1,3,5,5,3,5,3,M,Hindu,1,1,1,1,1,1,5,4,5,1,1,2,7,7,1,1,1,1,1,1,1,1,5,7,1,7,1,1,1,C6,Z07A09,7A,6C,5/7/2004,NA,1/14/2016,11.69589041
4102,C0608,6,C,6C,Hindu,Friends,Friend1,1,27,M,8,5,7,5,7,7,3,7,7,6,6,5,5,8,Jadhar,1,1,1,1,1,1,1,2,3,1,1,3,1,1,3,3,4,2,3,2,4,2,2,2,2,3,M,Hindu,4,3,5,2,2,1,4,1,2,3,1,7,7,7,1,2,4,3,5,1,3,2,5,7,1,7,1,1,1,C6,Z07A10,7A,6C,4/6/2005,NA,1/14/2016,10.78082192
4104,C0610,6,C,6C,Muslim,Friends,Friend1,1,1,M,10,1,7,7,7,1,7,7,NA,1,7,7,3,8,NA,1,1,1,1,1,1,2,4,4,1,1,1,2,1,4,1,7,5,5,5,1,1,1,1,5,2,M,Muslim,1,1,1,1,1,1,5,1,1,2,1,4,1,3,3,4,1,1,3,4,1,4,2,7,NA,4,NA,1,1,C6,Z07A13,7A,6C,2/9/2005,NA,1/14/2016,10.93424658
4111,C0611,6,C,6C,Hindu,Friends,Friend1,1,4,M,11,1,7,1,7,7,6,7,7,7,4,4,1,8,NA,1,2,NA,1,1,1,1,1,2,1,1,2,1,1,3,1,1,3,1,3,1,2,5,1,5,3,M,Hindu,1,1,1,1,1,1,5,4,5,1,1,2,7,7,1,1,1,1,1,1,1,1,5,7,1,7,1,1,1,C6,Z07A14,7A,6C,8/3/2004,NA,1/14/2016,11.45479452
4118,C0613,6,C,6C,Muslim,Friends,Friend1,1,1,M,13,2,7,1,7,4,7,6,7,1,5,3,3,6,Sunni,1,2,1,1,2,1,1,2,3,1,5,1,2,1,4,1,7,2,1,1,1,3,1,1,5,3,M,Muslim,1,1,1,1,1,1,5,1,1,2,1,4,1,3,3,4,1,1,3,4,1,4,2,7,NA,4,NA,1,1,C6,Z07A15,7A,6C,5/18/2004,NA,1/14/2016,11.66575342
4125,C0614,6,C,6C,Muslim,Friends,Friend1,1,1,M,14,2,7,7,7,3,7,2,7,4,7,1,2,6,NA,1,1,2,1,1,2,1,2,5,1,2,3,2,2,3,4,5,1,2,1,2,2,1,1,1,2,M,Muslim,1,1,1,1,1,1,5,1,1,2,1,4,1,3,3,4,1,1,3,4,1,4,2,7,NA,4,NA,1,1,C6,Z07A16,7A,6C,2/24/2004,NA,1/14/2016,11.89589041
4132,C0616,6,C,6C,Hindu,Friends,Friend1,1,2,M,16,2,7,6,4,7,4,4,6,5,5,4,5,2,NA,1,1,2,1,1,2,1,4,4,1,5,5,1,1,4,3,2,1,2,1,1,1,5,1,5,2,M,Hindu,1,1,2,1,2,1,4,1,2,1,1,6,4,4,2,1,1,1,1,2,1,5,2,7,3,7,4,1,1,C6,Z07A18,7A,6C,6/22/2005,NA,1/14/2016,10.56986301
4139,C0617,6,C,6C,Hindu,Friends,Friend1,1,4,M,17,4,7,6,7,7,6,7,7,6,5,6,5,8,NA,1,2,2,1,1,2,1,1,2,1,5,4,1,1,4,3,2,1,2,3,2,2,1,2,2,2,M,Hindu,1,1,1,1,1,1,5,4,5,1,1,2,7,7,1,1,1,1,1,1,1,1,5,7,1,7,1,1,1,C6,NA,NA,6C,NA,NA,1/14/2016,NA
4146,C0618,6,C,6C,Hindu,Friends,Friend1,1,4,M,18,1,7,1,7,7,4,7,6,5,5,2,6,7,NA,1,1,2,2,1,2,1,1,4,1,5,1,1,3,4,2,3,2,1,1,3,1,5,1,5,3,M,Hindu,1,1,1,1,1,1,5,4,5,1,1,2,7,7,1,1,1,1,1,1,1,1,5,7,1,7,1,1,1,C6,Z07A19,7A,6C,5/20/2004,NA,1/14/2016,11.66027397
4153,C0619,6,C,6C,Hindu,Friends,Friend1,1,2,M,19,5,6,5,7,7,5,7,6,6,6,5,5,2,NA,1,2,2,1,1,2,1,1,4,1,1,1,1,1,4,4,2,2,1,3,1,5,1,1,2,2,M,Hindu,1,1,2,1,2,1,4,1,2,1,1,6,4,4,2,1,1,1,1,2,1,5,2,7,3,7,4,1,1,C6,Z07A20,7A,6C,6/28/2005,NA,1/14/2016,10.55342466
4160,C0620,6,C,6C,Hindu,Friends,Friend1,1,4,M,20,1,7,5,6,7,1,2,7,3,6,1,6,2,NA,1,2,2,1,1,1,1,1,4,1,2,1,1,1,5,6,2,1,2,2,1,3,1,1,1,2,M,Hindu,1,1,1,1,1,1,5,4,5,1,1,2,7,7,1,1,1,1,1,1,1,1,5,7,1,7,1,1,1,C6,Z07A21,7A,6C,8/28/2004,NA,1/14/2016,11.38630137
4167,C0621,6,C,6C,Hindu,Friends,Friend1,1,2,M,21,2,6,4,7,7,4,7,6,6,6,4,1,2,NA,1,1,2,2,1,1,1,1,4,1,1,1,1,1,4,4,4,1,1,2,1,3,1,1,5,2,M,Hindu,1,1,2,1,2,1,4,1,2,1,1,6,4,4,2,1,1,1,1,2,1,5,2,7,3,7,4,1,1,C6,Z07A22,7A,6C,6/8/2005,NA,1/14/2016,10.60821918
4174,C0624,6,C,6C,Muslim,Friends,Friend1,1,3,M,24,2,7,4,6,5,7,5,7,3,5,4,6,6,NA,1,2,1,NA,1,3,2,2,1,1,1,2,2,2,4,3,3,2,1,2,3,1,5,1,3,4,M,Muslim,3,2,2,1,3,1,4,2,1,3,1,3,2,2,1,1,2,2,4,1,1,3,3,7,6,5,7,1,1,C6,Z07B17,7B,6C,12/16/2004,NA,1/14/2016,11.08493151
4181,C0625,6,C,6C,Muslim,Friends,Friend1,1,5,M,25,2,4,1,5,1,7,7,7,4,2,3,2,8,Pathan,1,2,1,3,1,3,2,2,4,3,4,5,2,3,4,2,6,3,1,2,2,4,2,2,5,4,M,Hindu,2,1,2,1,2,1,4,1,1,2,1,4,1,1,4,2,1,1,1,3,1,2,4,6,4,6,4,1,0,C6,Z07A25,7A,6C,7/5/2005,NA,1/14/2016,10.53424658
4188,C0626,6,C,6C,Hindu,Friends,Friend1,1,5,M,26,2,7,1,1,7,6,7,7,5,7,1,7,7,Marathi,1,2,1,1,1,1,2,4,3,1,2,2,1,1,2,1,1,4,5,4,4,4,4,5,5,2,M,Hindu,2,1,2,1,2,1,4,1,1,2,1,4,1,1,4,2,1,1,1,3,1,2,4,6,4,6,4,1,1,C6,Z07A26,7A,6C,3/23/2005,NA,1/14/2016,10.81917808
4195,C0627,6,C,6C,Hindu,Friends,Friend1,1,3,M,27,1,7,1,6,7,1,NA,6,3,2,4,5,4,NA,1,4,3,5,2,2,1,1,4,1,2,3,1,1,7,7,7,1,2,4,3,5,1,3,2,5,M,Muslim,3,2,2,1,3,1,4,2,1,3,1,3,2,2,1,1,2,2,4,1,1,3,3,7,6,5,7,1,0,C6,Z07A29,7A,6C,8/3/2004,NA,1/14/2016,11.45479452
4202,C0628,6,C,6C,Hindu,Friends,Friend1,1,6,M,28,4,7,6,4,7,3,7,6,5,4,7,1,7,NA,1,1,1,2,1,1,1,1,1,1,1,2,1,1,7,4,4,2,1,1,1,1,1,1,3,3,M,Hindu,3,2,2,1,3,1,4,2,5,3,1,3,2,2,1,1,2,2,4,1,1,3,3,7,6,7,5,1,1,C6,Z07A30,7A,6C,11/27/2004,NA,1/14/2016,11.1369863
4209,C0629,6,C,6C,Hindu,Friends,Friend1,1,7,M,29,3,7,6,6,7,5,7,1,5,4,6,3,3,NA,1,3,2,1,1,1,1,1,3,1,2,2,1,1,4,6,7,1,1,1,2,1,5,5,5,4,M,Hindu,1,2,1,1,2,1,NA,1,NA,1,1,4,3,3,4,2,1,3,5,5,3,5,3,7,4,7,2,1,1,C6,Z07A31,7A,6C,1/19/2004,NA,1/14/2016,11.99452055
4216,C0630,6,C,6C,Muslim,Friends,Friend1,1,1,M,30,1,7,5,7,2,7,1,7,7,7,1,1,7,Muslim,1,2,1,1,2,2,1,2,3,1,3,1,2,1,NA,4,4,4,2,4,1,4,4,2,5,2,M,Muslim,1,1,1,1,1,1,5,1,1,2,1,4,1,3,3,4,1,1,3,4,1,4,2,7,NA,4,NA,1,1,C6,NA,NA,6C,NA,NA,1/14/2016,NA
4223,C0631,6,C,6C,Muslim,Friends,Friend1,1,10,M,31,2,6,NA,1,NA,1,5,NA,6,2,3,NA,6,NA,1,3,2,1,2,1,1,2,1,1,5,4,2,1,5,7,1,5,4,1,2,1,2,4,5,4,M,Muslim,1,1,1,1,1,2,4,1,1,1,1,4,1,7,5,5,5,1,1,1,1,5,2,7,7,1,7,1,1,C6,Z07A32,7A,6C,1/13/2005,1/13/2000,1/14/2016,11.00821918
4230,C0632,6,C,6C,Hindu,Friends,Friend1,1,3,M,32,NA,NA,7,1,5,5,1,6,7,7,1,3,8,NA,1,1,2,2,1,3,1,1,1,1,3,2,1,1,3,3,3,1,1,2,2,4,1,1,5,3,M,Muslim,3,2,2,1,3,1,4,2,1,3,1,3,2,2,1,1,2,2,4,1,1,3,3,7,6,5,7,1,0,C6,Z07A33,7A,6C,7/22/2004,NA,1/14/2016,11.48767123
4237,C0634,6,C,6C,Muslim,Friends,Friend1,1,13,M,34,7,7,6,6,7,7,6,7,7,6,7,6,7,Muslim,1,1,1,2,1,1,1,2,3,1,1,3,2,1,4,6,5,1,1,1,1,1,1,1,5,3,M,Muslim,2,1,1,2,1,1,3,1,5,1,1,4,1,7,2,1,1,1,3,1,1,5,3,7,1,4,7,1,1,C6,NA,NA,6C,NA,NA,1/14/2016,NA
4244,C0635,6,C,6C,Muslim,Friends,Friend1,1,1,M,35,2,7,2,7,2,7,1,7,2,2,2,3,7,NA,1,2,1,1,2,2,1,2,3,1,4,1,2,1,2,2,2,4,2,4,4,4,4,2,5,2,M,Muslim,1,1,1,1,1,1,5,1,1,2,1,4,1,3,3,4,1,1,3,4,1,4,2,7,NA,4,NA,1,1,C6,Z07A35,7A,6C,6/25/2004,NA,1/14/2016,11.56164384
4249,C0636,6,C,6C,Muslim,Friends,Friend1,1,1,M,36,7,6,5,7,6,7,4,7,5,2,1,4,NA,Muslim,1,2,2,1,1,1,2,1,4,1,5,5,2,2,4,4,4,2,1,4,1,3,5,3,2,1,M,Muslim,1,1,1,1,1,1,5,1,1,2,1,4,1,3,3,4,1,1,3,4,1,4,2,7,NA,4,NA,1,1,C6,Z07A36,7A,6C,1/18/2004,NA,1/14/2016,11.99726027
4256,C0638,6,C,6C,Hindu,Friends,Friend1,1,4,M,38,1,7,5,7,7,3,2,7,3,5,1,3,7,NA,1,2,1,1,1,2,1,1,2,1,1,1,1,1,4,3,3,1,1,2,2,1,4,1,5,1,M,Hindu,1,1,1,1,1,1,5,4,5,1,1,2,7,7,1,1,1,1,1,1,1,1,5,7,1,7,1,1,1,C6,Z07A38,7A,6C,9/1/2004,NA,1/14/2016,11.37534247
4267,C0640,6,C,6C,Hindu,Friends,Friend1,1,4,M,40,1,7,6,7,7,5,6,7,6,6,3,4,2,NA,1,1,2,1,1,1,1,2,1,1,1,2,1,2,4,5,3,1,1,1,2,1,2,1,4,3,M,Hindu,1,1,1,1,1,1,5,4,5,1,1,2,7,7,1,1,1,1,1,1,1,1,5,7,1,7,1,1,1,C6,Z07A41,7A,6C,5/1/2008,NA,1/14/2016,7.709589041
4274,C0642,6,C,6C,Muslim,Friends,Friend1,1,43,F,42,3,3,7,7,6,7,7,7,6,6,6,6,7,NA,2,1,2,1,1,2,1,1,3,1,3,1,2,1,7,6,6,5,5,5,2,5,5,3,5,5,F,Muslim,1,1,1,1,1,1,2,1,1,1,1,7,7,7,3,1,1,1,1,1,1,4,1,2,6,3,7,1,1,C6,Z07A44,7A,6C,12/24/2004,12/24/2004,1/14/2016,11.0630137
4285,C0643,6,C,6C,Muslim,Friends,Friend1,1,42,F,43,7,2,6,7,3,7,7,7,7,7,7,7,7,NA,2,1,1,1,1,1,1,2,2,1,1,1,2,1,7,7,7,3,1,1,1,1,1,1,4,1,F,Muslim,1,2,1,1,2,1,3,1,3,1,1,7,6,6,5,5,5,2,5,5,3,5,5,3,7,6,7,1,1,C6,Z06A44,6A,6C,10/18/2004,NA,1/14/2016,11.24657534
4291,C0644,6,C,6C,Muslim,Friends,Friend1,1,47,F,44,1,6,6,7,2,7,7,7,2,2,1,1,6,Islam,2,1,1,1,1,1,1,2,4,1,1,3,2,1,NA,3,4,5,1,1,2,1,4,2,5,3,F,Muslim,1,1,2,1,1,1,1,1,1,1,1,4,4,4,5,1,1,3,1,1,2,4,4,4,7,4,7,1,1,C6,Z07A46,7A,6C,8/15/2004,NA,1/14/2016,11.42191781
4298,C0646,6,C,6C,Muslim,Friends,Friend1,1,42,F,46,1,2,7,7,2,7,5,6,4,6,7,5,7,NA,2,2,2,1,1,2,1,2,1,2,2,5,2,1,7,7,7,4,5,3,5,5,4,5,2,1,F,Muslim,1,2,1,1,2,1,3,1,3,1,1,7,6,6,5,5,5,2,5,5,3,5,5,3,7,6,7,1,1,C6,Z07A48,7A,6C,7/12/2004,NA,1/14/2016,11.51506849
